name,home,away
Ball possession,47%,53%
Total shots,9,21
Shots on target,3,8
Shots off target,4,4
Blocked shots,2,9
Corner kicks,7,5
Offsides,0,3
Fouls,16,11
Yellow cards,1,1
Free kicks,9,16
Throw-ins,20,22
Goal kicks,8,11
Big chances,1,2
Big chances missed,0,2
Counter attacks,0,2
Counter attack shots,0,2
Shots inside box,6,7
Shots outside box,3,14
Goalkeeper saves,7,2
Passes,333,383
Accurate passes,250 (75%),295 (77%)
Long balls,35/72 (49%),29/59 (49%)
Crosses,5/23 (22%),5/26 (19%)
Dribbles,5/9 (56%),16/24 (67%)
Possession lost,144,157
Duels won,40,70
Aerials won,11,20
Tackles,15,18
Interceptions,11,12
Clearances,23,12
Ball possession,47%,53%
Total shots,7,9
Shots on target,2,3
Shots off target,3,2
Blocked shots,2,4
Corner kicks,4,4
Offsides,0,1
Yellow cards,0,1
Free kicks,4,8
Throw-ins,12,10
Goal kicks,2,4
Big chances,1,1
Big chances missed,0,1
Counter attacks,0,2
Counter attack shots,0,2
Shots inside box,5,4
Shots outside box,2,5
Goalkeeper saves,3,1
Passes,173,194
Accurate passes,134 (77%),148 (76%)
Long balls,18/33 (55%),15/34 (44%)
Crosses,3/10 (30%),4/17 (24%)
Dribbles,2/2 (100%),7/9 (78%)
Possession lost,69,81
Duels won,17,28
Aerials won,7,8
Tackles,4,5
Interceptions,6,7
Clearances,14,6
Ball possession,47%,53%
Total shots,2,12
Shots on target,1,5
Shots off target,1,2
Blocked shots,0,5
Corner kicks,3,1
Offsides,0,2
Yellow cards,1,0
Free kicks,5,8
Throw-ins,8,12
Goal kicks,6,7
Big chances,0,1
Big chances missed,0,1
Counter attacks,0,0
Counter attack shots,0,0
Shots inside box,1,3
Shots outside box,1,9
Goalkeeper saves,4,1
Passes,160,189
Accurate passes,116 (73%),147 (78%)
Long balls,17/39 (44%),14/25 (56%)
Crosses,2/13 (15%),1/9 (11%)
Dribbles,3/7 (43%),9/15 (60%)
Possession lost,75,76
Duels won,23,42
Aerials won,4,12
Tackles,11,13
Interceptions,5,5
Clearances,9,6
