winnerCode,startTimestamp,tournament.name,tournament.category.name,tournament.category.flag,tournament.uniqueTournament.name,season.name,season.year,roundInfo.round,homeTeam.name,homeTeam.shortName,homeTeam.gender,homeTeam.userCount,homeTeam.nameCode,homeTeam.national,homeTeam.country.alpha2,homeTeam.country.name,homeTeam.fullName,homeTeam.foundationDateTimestamp,awayTeam.name,awayTeam.shortName,awayTeam.gender,awayTeam.manager.name,awayTeam.manager.shortName,awayTeam.manager.country.alpha2,awayTeam.manager.country.name,awayTeam.venue.city.name,awayTeam.venue.stadium.name,awayTeam.venue.stadium.capacity,awayTeam.venue.id,awayTeam.venue.country.alpha2,awayTeam.venue.country.name,awayTeam.nameCode,awayTeam.national,awayTeam.country.alpha2,awayTeam.country.name,awayTeam.fullName,awayTeam.foundationDateTimestamp,homeScore.current,homeScore.display,homeScore.period1,awayScore.current,awayScore.display,awayScore.period1
1,1689786000,Club Friendly Games,World,international,Club Friendly Games,Club Friendly Games 2023,2023,1,1. Hanauer FC 93,1. Hanauer FC 93,M,557,HAN,False,DE,Germany,1. Hanauer FC 93,-2422828800,Kickers Offenbach,Offenbach,M,Christian Neidhart,C. Neidhart,DE,Germany,Offenbach,Sparda-Bank-Hessen-Stadion,20500,597,DE,Germany,OFC,False,DE,Germany,Kickers Offenbach,-2164838400,2,2,1,1,1,0
