name,home,away
Expected goals,0.99,0.75
Ball possession,46%,54%
Total shots,13,9
Shots on target,5,3
Shots off target,2,2
Blocked shots,6,4
Corner kicks,3,2
Offsides,0,1
Fouls,12,10
Yellow cards,3,1
Free kicks,10,10
Throw-ins,24,15
Goal kicks,8,8
Hit woodwork,1,0
Counter attacks,1,1
Counter attack shots,1,1
Shots inside box,8,7
Shots outside box,5,2
Goalkeeper saves,2,5
Passes,445,531
Accurate passes,334 (75%),428 (81%)
Long balls,30/75 (40%),38/73 (52%)
Crosses,5/18 (28%),6/13 (46%)
Dribbles,11/17 (65%),5/13 (38%)
Possession lost,164,150
Duels won,70,61
Aerials won,27,33
Tackles,22,13
Interceptions,11,11
Clearances,10,18
Ball possession,40%,60%
Total shots,6,5
Shots on target,2,0
Shots off target,1,1
Blocked shots,3,4
Corner kicks,0,2
Offsides,0,0
Yellow cards,1,1
Free kicks,8,6
Throw-ins,12,6
Goal kicks,6,3
Hit woodwork,0,0
Counter attacks,1,0
Counter attack shots,1,0
Shots inside box,2,3
Shots outside box,4,2
Goalkeeper saves,0,2
Passes,193,284
Accurate passes,141 (73%),232 (82%)
Long balls,11/37 (30%),21/36 (58%)
Crosses,1/4 (25%),2/8 (25%)
Dribbles,2/6 (33%),0/6 (0%)
Possession lost,76,78
Duels won,32,40
Aerials won,10,27
Tackles,12,7
Interceptions,3,3
Clearances,6,6
Ball possession,51%,49%
Total shots,7,4
Shots on target,3,3
Shots off target,1,1
Blocked shots,3,0
Corner kicks,3,0
Offsides,0,1
Yellow cards,2,0
Free kicks,2,4
Throw-ins,12,9
Goal kicks,2,5
Hit woodwork,1,0
Counter attacks,0,1
Counter attack shots,0,1
Shots inside box,6,4
Shots outside box,1,0
Goalkeeper saves,2,3
Passes,252,247
Accurate passes,193 (77%),196 (79%)
Long balls,19/38 (50%),17/37 (46%)
Crosses,4/14 (29%),4/5 (80%)
Dribbles,9/11 (82%),5/7 (71%)
Possession lost,88,72
Duels won,38,21
Aerials won,17,6
Tackles,10,6
Interceptions,8,8
Clearances,4,12
