name,home,away
Ball possession,69%,31%
Total shots,7,2
Shots on target,5,1
Shots off target,2,1
Blocked shots,0,0
Corner kicks,5,1
Offsides,2,2
Fouls,18,6
Free kicks,6,18
Throw-ins,17,24
Goal kicks,1,7
Big chances,2,0
Counter attacks,1,0
Counter attack shots,1,0
Shots inside box,4,1
Shots outside box,3,1
Goalkeeper saves,1,1
Passes,787,352
Accurate passes,721 (92%),296 (84%)
Long balls,31/58 (53%),26/47 (55%)
Crosses,3/13 (23%),2/7 (29%)
Dribbles,8/16 (50%),8/19 (42%)
Possession lost,106,95
Duels won,38,39
Aerials won,3,2
Tackles,21,11
Interceptions,3,5
Clearances,9,12
Ball possession,73%,27%
Total shots,5,0
Shots on target,3,0
Shots off target,2,0
Blocked shots,0,0
Corner kicks,0,0
Offsides,2,1
Free kicks,5,8
Throw-ins,5,6
Goal kicks,0,5
Big chances,1,0
Counter attacks,0,0
Counter attack shots,0,0
Shots inside box,3,0
Shots outside box,2,0
Goalkeeper saves,0,0
Passes,475,176
Accurate passes,445 (94%),151 (86%)
Long balls,19/34 (56%),11/23 (48%)
Crosses,2/5 (40%),1/2 (50%)
Dribbles,6/9 (67%),4/9 (44%)
Possession lost,45,42
Duels won,20,16
Aerials won,1,0
Tackles,8,4
Interceptions,1,1
Clearances,1,2
Ball possession,64%,36%
Total shots,2,2
Shots on target,2,1
Shots off target,0,1
Blocked shots,0,0
Corner kicks,5,1
Offsides,0,1
Free kicks,1,10
Throw-ins,12,18
Goal kicks,1,2
Big chances,1,0
Counter attacks,1,0
Counter attack shots,1,0
Shots inside box,1,1
Shots outside box,1,1
Goalkeeper saves,1,1
Passes,312,176
Accurate passes,276 (88%),145 (82%)
Long balls,12/24 (50%),15/24 (63%)
Crosses,1/8 (13%),1/5 (20%)
Dribbles,2/7 (29%),4/10 (40%)
Possession lost,61,53
Duels won,18,23
Aerials won,2,2
Tackles,13,7
Interceptions,2,4
Clearances,8,10
