name,home,away
Ball possession,63%,37%
Total shots,21,7
Shots on target,8,2
Shots off target,7,3
Blocked shots,6,2
Corner kicks,12,4
Offsides,1,1
Fouls,17,20
Yellow cards,2,6
Free kicks,19,14
Throw-ins,17,17
Goal kicks,6,13
Big chances,5,0
Big chances missed,4,0
Shots inside box,12,1
Shots outside box,9,6
Goalkeeper saves,1,6
Passes,439,281
Accurate passes,355 (81%),169 (60%)
Long balls,28/53 (53%),17/64 (27%)
Crosses,14/40 (35%),1/10 (10%)
Dribbles,4/19 (21%),8/12 (67%)
Possession lost,141,145
Duels won,39,46
Aerials won,7,5
Tackles,9,19
Interceptions,7,6
Clearances,12,20
Ball possession,69%,31%
Total shots,8,4
Shots on target,3,1
Shots off target,3,1
Blocked shots,2,2
Corner kicks,6,1
Offsides,0,0
Yellow cards,2,4
Free kicks,9,6
Throw-ins,9,7
Goal kicks,1,6
Big chances,2,0
Big chances missed,2,0
Shots inside box,3,0
Shots outside box,5,4
Goalkeeper saves,0,3
Passes,251,120
Accurate passes,212 (84%),71 (59%)
Long balls,19/26 (73%),8/27 (30%)
Crosses,8/20 (40%),0/4 (0%)
Dribbles,1/9 (11%),4/6 (67%)
Possession lost,69,64
Duels won,17,22
Aerials won,3,1
Tackles,4,11
Interceptions,4,4
Clearances,2,11
Ball possession,56%,44%
Total shots,13,3
Shots on target,5,1
Shots off target,4,2
Blocked shots,4,0
Corner kicks,6,3
Offsides,1,1
Yellow cards,0,2
Free kicks,10,8
Throw-ins,8,10
Goal kicks,5,7
Big chances,3,0
Big chances missed,2,0
Shots inside box,9,1
Shots outside box,4,2
Goalkeeper saves,1,3
Passes,188,161
Accurate passes,143 (76%),98 (61%)
Long balls,9/27 (33%),9/37 (24%)
Crosses,6/20 (30%),1/6 (17%)
Dribbles,3/10 (30%),4/6 (67%)
Possession lost,72,81
Duels won,22,24
Aerials won,4,4
Tackles,5,8
Interceptions,3,2
Clearances,10,9
