winnerCode,startTimestamp,tournament.name,tournament.category.name,tournament.category.flag,tournament.category.alpha2,tournament.uniqueTournament.name,tournament.uniqueTournament.category.alpha2,season.name,season.year,roundInfo.round,homeTeam.name,homeTeam.shortName,homeTeam.gender,homeTeam.userCount,homeTeam.venue.city.name,homeTeam.venue.stadium.name,homeTeam.venue.stadium.capacity,homeTeam.venue.id,homeTeam.venue.country.alpha2,homeTeam.venue.country.name,homeTeam.nameCode,homeTeam.national,homeTeam.country.alpha2,homeTeam.country.name,homeTeam.fullName,homeTeam.foundationDateTimestamp,awayTeam.name,awayTeam.shortName,awayTeam.gender,awayTeam.venue.city.name,awayTeam.venue.stadium.name,awayTeam.venue.stadium.capacity,awayTeam.venue.id,awayTeam.venue.country.alpha2,awayTeam.venue.country.name,awayTeam.nameCode,awayTeam.national,awayTeam.country.alpha2,awayTeam.country.name,awayTeam.fullName,awayTeam.foundationDateTimestamp,homeScore.current,homeScore.display,homeScore.period1,homeScore.period2,homeScore.normaltime,awayScore.current,awayScore.display,awayScore.period1,awayScore.period2,awayScore.normaltime,time.injuryTime1,time.injuryTime2
3,1688245200,"Primera Nacional, Group A",Argentina,argentina,AR,Primera Nacional,AR,Primera Nacional 2023,2023,23,Nueva Chicago,Nueva Chicago,M,2344,Mataderos,Estadio Nueva Chicago,29000,8979,AR,Argentina,CHI,False,AR,Argentina,Nueva Chicago,-1846281600,Club Atletico Temperley,C.A Temperley,M,Turdera,Estadio Alfredo Beranger,24000,12728,AR,Argentina,CAT,False,AR,Argentina,Club Atletico Temperley,-1804032000,0,0,0,0,0,0,0,0,0,0,4,3
