winnerCode,aggregatedWinnerCode,startTimestamp,cupMatchesInRound,tournament.name,tournament.category.name,tournament.category.flag,tournament.category.alpha2,tournament.uniqueTournament.name,tournament.uniqueTournament.category.alpha2,season.name,season.year,roundInfo.round,roundInfo.name,roundInfo.slug,referee.name,referee.yellowCards,referee.redCards,referee.yellowRedCards,referee.games,referee.country.alpha2,referee.country.name,homeTeam.name,homeTeam.shortName,homeTeam.gender,homeTeam.userCount,homeTeam.manager.name,homeTeam.manager.shortName,homeTeam.manager.country.alpha2,homeTeam.manager.country.name,homeTeam.venue.city.name,homeTeam.venue.stadium.name,homeTeam.venue.id,homeTeam.venue.country.alpha2,homeTeam.venue.country.name,homeTeam.nameCode,homeTeam.national,homeTeam.country.alpha2,homeTeam.country.name,homeTeam.fullName,homeTeam.foundationDateTimestamp,awayTeam.name,awayTeam.shortName,awayTeam.gender,awayTeam.manager.name,awayTeam.manager.shortName,awayTeam.manager.country.alpha2,awayTeam.manager.country.name,awayTeam.venue.city.name,awayTeam.venue.stadium.name,awayTeam.venue.stadium.capacity,awayTeam.venue.id,awayTeam.venue.country.alpha2,awayTeam.venue.country.name,awayTeam.nameCode,awayTeam.national,awayTeam.country.alpha2,awayTeam.country.name,awayTeam.fullName,awayTeam.foundationDateTimestamp,homeScore.current,homeScore.display,homeScore.period1,homeScore.period2,homeScore.normaltime,awayScore.current,awayScore.display,awayScore.period1,awayScore.period2,awayScore.normaltime
2,2,1689872400,1,OFB Cup,Austria,austria,AT,ÖFB Cup,AT,OFB Cup 23/24,23/24,1,Round 1,round-1,Robert Radev,5,0,0,1,AT,Austria,SC Neusiedl 1919,Neusiedl,M,584,Stefan Rapp,S. Rapp,AT,Austria,Neusiedl am See,Sportzentrum Neusiedl,2900,AT,Austria,NEU,False,AT,Austria,SC Neusiedl 1919,-1599177600,SV Licht-Loidl Lafnitz,Lafnitz,M,Michael Steiner,M. Steiner,AT,Austria,Lafnitz,Fußballarena Lafnitz,3000,12039,AT,Austria,SVL,False,AT,Austria,SV Licht-Loidl Lafnitz,-173664000,1,1,0,1,1,4,4,3,1,4
