name,home,away
Ball possession,32%,68%
Total shots,5,26
Shots on target,2,8
Shots off target,1,12
Blocked shots,2,6
Corner kicks,1,10
Offsides,3,2
Fouls,13,16
Yellow cards,1,4
Red cards,1,0
Free kicks,16,12
Throw-ins,25,22
Goal kicks,11,3
Big chances,1,2
Big chances missed,0,2
Hit woodwork,0,1
Counter attacks,0,3
Counter attack shots,0,3
Shots inside box,3,19
Shots outside box,2,7
Goalkeeper saves,6,1
Passes,268,583
Accurate passes,153 (57%),464 (80%)
Long balls,27/75 (36%),43/82 (52%)
Crosses,4/11 (36%),9/31 (29%)
Dribbles,11/18 (61%),26/32 (81%)
Possession lost,163,174
Duels won,58,73
Aerials won,18,21
Tackles,13,14
Interceptions,6,2
Clearances,26,16
Ball possession,36%,64%
Total shots,3,11
Shots on target,0,3
Shots off target,1,7
Blocked shots,2,1
Corner kicks,1,4
Offsides,2,0
Yellow cards,0,3
Red cards,0,0
Free kicks,10,6
Throw-ins,14,10
Goal kicks,5,1
Big chances,0,2
Big chances missed,0,2
Hit woodwork,0,0
Counter attacks,0,3
Counter attack shots,0,3
Shots inside box,2,7
Shots outside box,1,4
Goalkeeper saves,3,0
Passes,136,250
Accurate passes,79 (58%),190 (76%)
Long balls,13/34 (38%),18/39 (46%)
Crosses,3/7 (43%),3/12 (25%)
Dribbles,4/10 (40%),16/19 (84%)
Possession lost,87,88
Duels won,33,43
Aerials won,11,12
Tackles,8,9
Interceptions,4,1
Clearances,11,10
Ball possession,28%,72%
Total shots,2,15
Shots on target,2,5
Shots off target,0,5
Blocked shots,0,5
Corner kicks,0,6
Offsides,1,2
Yellow cards,1,1
Red cards,1,0
Free kicks,6,6
Throw-ins,11,12
Goal kicks,6,2
Big chances,1,0
Big chances missed,0,0
Hit woodwork,0,1
Counter attacks,0,0
Counter attack shots,0,0
Shots inside box,1,12
Shots outside box,1,3
Goalkeeper saves,3,1
Passes,132,333
Accurate passes,74 (56%),274 (82%)
Long balls,14/41 (34%),25/43 (58%)
Crosses,1/4 (25%),6/19 (32%)
Dribbles,7/8 (88%),10/13 (77%)
Possession lost,76,86
Duels won,25,30
Aerials won,7,9
Tackles,5,5
Interceptions,2,1
Clearances,15,6
