name,home,away
Expected goals,2.95,1.73
Ball possession,50%,50%
Total shots,17,12
Shots on target,7,6
Shots off target,4,6
Blocked shots,6,0
Corner kicks,8,6
Offsides,1,2
Fouls,11,5
Yellow cards,1,2
Free kicks,4,11
Throw-ins,22,21
Goal kicks,8,9
Big chances,3,2
Big chances missed,1,0
Hit woodwork,0,1
Shots inside box,11,4
Shots outside box,6,8
Goalkeeper saves,3,5
Passes,437,437
Accurate passes,349 (80%),350 (80%)
Long balls,27/63 (43%),24/52 (46%)
Crosses,4/10 (40%),2/19 (11%)
Dribbles,10/22 (45%),8/19 (42%)
Possession lost,145,152
Duels won,50,54
Aerials won,16,16
Tackles,20,19
Interceptions,11,8
Clearances,22,14
Ball possession,59%,41%
Total shots,14,2
Shots on target,7,2
Shots off target,2,0
Blocked shots,5,0
Corner kicks,6,2
Offsides,1,0
Yellow cards,0,2
Free kicks,3,2
Throw-ins,13,4
Goal kicks,0,5
Big chances,3,1
Big chances missed,1,0
Hit woodwork,0,0
Shots inside box,9,1
Shots outside box,5,1
Goalkeeper saves,1,5
Passes,254,178
Accurate passes,216 (85%),135 (76%)
Long balls,16/32 (50%),10/22 (45%)
Crosses,3/7 (43%),0/4 (0%)
Dribbles,8/18 (44%),2/7 (29%)
Possession lost,74,64
Duels won,26,28
Aerials won,7,8
Tackles,8,16
Interceptions,5,3
Clearances,3,7
Ball possession,41%,59%
Total shots,3,10
Shots on target,0,4
Shots off target,2,6
Blocked shots,1,0
Corner kicks,2,4
Offsides,0,2
Yellow cards,1,0
Free kicks,1,9
Throw-ins,9,17
Goal kicks,8,4
Big chances,0,1
Big chances missed,0,0
Hit woodwork,0,1
Shots inside box,2,3
Shots outside box,1,7
Goalkeeper saves,2,0
Passes,183,259
Accurate passes,133 (73%),215 (83%)
Long balls,11/31 (35%),14/30 (47%)
Crosses,1/3 (33%),2/15 (13%)
Dribbles,2/4 (50%),6/12 (50%)
Possession lost,71,88
Duels won,24,26
Aerials won,9,8
Tackles,12,3
Interceptions,6,5
Clearances,19,7
