winnerCode,homeRedCards,startTimestamp,tournament.name,tournament.category.name,tournament.category.flag,tournament.uniqueTournament.name,season.name,season.year,roundInfo.round,homeTeam.name,homeTeam.shortName,homeTeam.gender,homeTeam.userCount,homeTeam.nameCode,homeTeam.national,homeTeam.fullName,awayTeam.name,awayTeam.shortName,awayTeam.gender,awayTeam.nameCode,awayTeam.national,awayTeam.country.alpha2,awayTeam.country.name,awayTeam.fullName,homeScore.current,homeScore.display,homeScore.period1,homeScore.period2,homeScore.normaltime,awayScore.current,awayScore.display,awayScore.period1,awayScore.period2,awayScore.normaltime
2,1,1688155200,"Central American and Caribbean Games, Group B",North & Central America,north-and-central-america,Central American and Caribbean Games,Central American and Caribbean Games 2023,2023,2,Centro Caribe Sports U23,Centro Caribe Sports U23,M,109,CEN,False,Centro Caribe Sports U23,Honduras U23,Honduras,M,HON,True,HN,Honduras,Honduras U23,1,1,1,0,1,2,2,1,1,2
