name,home,away
Ball possession,51%,49%
Total shots,21,4
Shots on target,6,0
Shots off target,8,2
Blocked shots,7,2
Corner kicks,8,2
Offsides,3,1
Fouls,14,15
Yellow cards,1,4
Red cards,0,1
Free kicks,15,14
Throw-ins,26,19
Goal kicks,4,11
Big chances,1,0
Big chances missed,1,0
Shots inside box,10,2
Shots outside box,11,2
Goalkeeper saves,0,6
Passes,400,399
Accurate passes,322 (81%),330 (83%)
Long balls,22/46 (48%),20/49 (41%)
Crosses,8/30 (27%),1/10 (10%)
Dribbles,11/22 (50%),11/20 (55%)
Possession lost,142,116
Duels won,53,54
Aerials won,9,9
Tackles,18,20
Interceptions,6,12
Clearances,8,25
Ball possession,42%,58%
Total shots,10,3
Shots on target,3,0
Shots off target,4,2
Blocked shots,3,1
Corner kicks,4,2
Offsides,1,0
Yellow cards,1,1
Red cards,0,0
Free kicks,7,9
Throw-ins,13,8
Goal kicks,3,5
Big chances,0,0
Big chances missed,0,0
Shots inside box,4,1
Shots outside box,6,2
Goalkeeper saves,0,3
Passes,176,254
Accurate passes,137 (78%),220 (87%)
Long balls,9/22 (41%),12/21 (57%)
Crosses,2/11 (18%),1/7 (14%)
Dribbles,3/10 (30%),8/13 (62%)
Possession lost,68,57
Duels won,24,34
Aerials won,6,6
Tackles,8,11
Interceptions,5,8
Clearances,6,9
Ball possession,62%,38%
Total shots,11,1
Shots on target,3,0
Shots off target,4,0
Blocked shots,4,1
Corner kicks,4,0
Offsides,2,1
Yellow cards,0,3
Red cards,0,1
Free kicks,8,5
Throw-ins,13,11
Goal kicks,1,6
Big chances,1,0
Big chances missed,1,0
Shots inside box,6,1
Shots outside box,5,0
Goalkeeper saves,0,3
Passes,224,145
Accurate passes,185 (83%),110 (76%)
Long balls,13/24 (54%),8/28 (29%)
Crosses,6/19 (32%),0/3 (0%)
Dribbles,8/12 (67%),3/7 (43%)
Possession lost,74,59
Duels won,29,20
Aerials won,3,3
Tackles,10,9
Interceptions,1,4
Clearances,2,16
