winnerCode,startTimestamp,tournament.name,tournament.category.name,tournament.category.flag,tournament.uniqueTournament.name,season.name,season.year,roundInfo.round,homeTeam.name,homeTeam.shortName,homeTeam.gender,homeTeam.userCount,homeTeam.nameCode,homeTeam.national,homeTeam.country.alpha2,homeTeam.country.name,homeTeam.fullName,homeTeam.foundationDateTimestamp,awayTeam.name,awayTeam.shortName,awayTeam.gender,awayTeam.manager.name,awayTeam.manager.shortName,awayTeam.manager.country.alpha2,awayTeam.manager.country.name,awayTeam.nameCode,awayTeam.national,awayTeam.country.alpha2,awayTeam.country.name,awayTeam.fullName,homeScore.current,homeScore.display,homeScore.period1,homeScore.period2,homeScore.normaltime,awayScore.current,awayScore.display,awayScore.period1,awayScore.period2,awayScore.normaltime
1,1688545800,Club Friendly Games,World,international,Club Friendly Games,Club Friendly Games 2023,2023,1,SK Sigma Olomouc B,Olomouc B,M,2035,OLO,False,CZ,Czech Republic,SK Sigma Olomouc B,-1588464000,SK Hanácká Slavia Kroměříž,Hanácká Slavia,M,Bronislav Cervenka,B. Cervenka,CZ,Czech Republic,HAN,False,CZ,Czech Republic,SK Hanácká Slavia Kroměříž,3,3,2,1,3,1,1,1,0,1
