winnerCode,startTimestamp,tournament.name,tournament.category.name,tournament.category.flag,tournament.category.alpha2,tournament.uniqueTournament.name,tournament.uniqueTournament.category.alpha2,season.name,season.year,roundInfo.round,homeTeam.name,homeTeam.shortName,homeTeam.gender,homeTeam.userCount,homeTeam.manager.name,homeTeam.manager.shortName,homeTeam.manager.country.alpha2,homeTeam.manager.country.name,homeTeam.venue.city.name,homeTeam.venue.stadium.name,homeTeam.venue.stadium.capacity,homeTeam.venue.id,homeTeam.venue.country.alpha2,homeTeam.venue.country.name,homeTeam.nameCode,homeTeam.national,homeTeam.country.alpha2,homeTeam.country.name,homeTeam.fullName,homeTeam.foundationDateTimestamp,awayTeam.name,awayTeam.shortName,awayTeam.gender,awayTeam.nameCode,awayTeam.national,awayTeam.country.alpha2,awayTeam.country.name,awayTeam.fullName,homeScore.current,homeScore.display,homeScore.period1,homeScore.period2,homeScore.normaltime,awayScore.current,awayScore.display,awayScore.period1,awayScore.period2,awayScore.normaltime,time.injuryTime1,time.injuryTime2
1,1681434300,"Liga de Expansión MX, Clausura",Mexico,mexico,MX,"Liga de Expansión MX, Clausura",MX,"Liga de Expansion MX, Clausura 2023",2023,16,Club Atlético Morelia,Atlético Morelia,M,5187,Carlos Morales,C. Morales,MX,Mexico,Morelia,Estadio Jose Maria Morelos y Pavon,35000,1609,MX,Mexico,ATM,False,MX,Mexico,Club Atlético Morelia,-1438300800,Alebrijes de Oaxaca,Alebrijes,M,ADO,False,MX,Mexico,Alebrijes de Oaxaca,2,2,0,2,2,1,1,0,1,1,2,6
