name,home,away
Expected goals,0.48,0.68
Expected assists,0.50,0.48
Ball possession,51%,49%
Total shots,13,13
Shots on target,3,4
Shots off target,5,7
Blocked shots,5,2
Corner kicks,2,7
Offsides,3,1
Fouls,20,9
Yellow cards,3,6
Red cards,0,2
Free kicks,7,20
Throw-ins,10,17
Goal kicks,10,7
Big chances,0,1
Big chances missed,0,1
Hit woodwork,0,1
Shots inside box,5,6
Shots outside box,8,7
Goalkeeper saves,4,3
Goals prevented,0.99,0.32
Passes,344,315
Accurate passes,273 (79%),239 (76%)
Long balls,22/45 (49%),35/72 (49%)
Crosses,5/12 (42%),4/25 (16%)
Dribbles,15/26 (58%),11/20 (55%)
Possession lost,123,129
Duels won,41,54
Aerials won,8,5
Tackles,11,18
Interceptions,4,14
Clearances,19,6
Expected goals,0.21,0.35
Expected assists,0.07,0.09
Ball possession,46%,54%
Total shots,6,5
Shots on target,3,3
Shots off target,2,1
Blocked shots,1,1
Corner kicks,1,5
Offsides,1,1
Yellow cards,1,2
Red cards,0,1
Free kicks,6,8
Throw-ins,4,10
Goal kicks,4,3
Big chances,0,1
Big chances missed,0,1
Hit woodwork,0,0
Shots inside box,2,3
Shots outside box,4,2
Goalkeeper saves,3,3
Passes,157,169
Accurate passes,111 (71%),123 (73%)
Long balls,11/28 (39%),13/34 (38%)
Crosses,1/3 (33%),1/15 (7%)
Dribbles,6/12 (50%),5/8 (63%)
Possession lost,67,75
Duels won,21,24
Aerials won,6,2
Tackles,3,9
Interceptions,3,8
Clearances,11,0
Expected goals,0.26,0.32
Expected assists,0.43,0.39
Ball possession,56%,44%
Total shots,7,8
Shots on target,0,1
Shots off target,3,6
Blocked shots,4,1
Corner kicks,1,2
Offsides,2,0
Yellow cards,2,4
Red cards,0,1
Free kicks,1,12
Throw-ins,6,7
Goal kicks,6,4
Big chances,0,0
Big chances missed,0,0
Hit woodwork,0,1
Shots inside box,3,3
Shots outside box,4,5
Goalkeeper saves,1,0
Passes,187,146
Accurate passes,162 (87%),116 (79%)
Long balls,11/17 (65%),22/38 (58%)
Crosses,4/9 (44%),3/10 (30%)
Dribbles,9/14 (64%),6/12 (50%)
Possession lost,56,54
Duels won,20,30
Aerials won,2,3
Tackles,8,9
Interceptions,1,6
Clearances,8,6
