winnerCode,startTimestamp,cupMatchesInRound,tournament.name,tournament.category.name,tournament.category.flag,tournament.uniqueTournament.name,season.name,season.year,roundInfo.round,roundInfo.name,roundInfo.slug,roundInfo.cupRoundType,homeTeam.name,homeTeam.shortName,homeTeam.gender,homeTeam.userCount,homeTeam.manager.name,homeTeam.manager.shortName,homeTeam.manager.country.alpha2,homeTeam.manager.country.name,homeTeam.nameCode,homeTeam.national,homeTeam.country.alpha2,homeTeam.country.name,homeTeam.fullName,awayTeam.name,awayTeam.shortName,awayTeam.gender,awayTeam.nameCode,awayTeam.national,awayTeam.fullName
0,1688508000,1,"Central American and Caribbean Games, Knockout stage",North & Central America,north-and-central-america,Central American and Caribbean Games,Central American and Caribbean Games 2023,2023,28,Semifinal,semifinal,2,Mexico U23,Mexico,M,4783,Gerardo Espinoza,G. Espinoza,MX,Mexico,MEX,True,MX,Mexico,Mexico U23,Centro Caribe Sports U23,Centro Caribe Sports U23,M,CEN,False,Centro Caribe Sports U23
