name,home,away
Expected goals,1.30,0.92
Ball possession,35%,65%
Total shots,17,7
Shots on target,3,1
Shots off target,9,4
Blocked shots,5,2
Corner kicks,11,5
Offsides,3,2
Fouls,12,12
Yellow cards,0,2
Free kicks,12,12
Throw-ins,18,22
Goal kicks,10,9
Big chances,6,2
Big chances missed,6,1
Hit woodwork,1,0
Counter attacks,3,0
Counter attack shots,2,0
Counter attack goals,1,0
Shots inside box,12,4
Shots outside box,5,3
Goalkeeper saves,0,2
Passes,297,585
Accurate passes,230 (77%),505 (86%)
Long balls,17/40 (43%),20/45 (44%)
Crosses,11/30 (37%),2/18 (11%)
Dribbles,6/10 (60%),10/20 (50%)
Possession lost,116,127
Duels won,44,44
Aerials won,12,12
Tackles,14,10
Interceptions,16,9
Clearances,9,16
Ball possession,38%,62%
Total shots,9,5
Shots on target,3,1
Shots off target,3,3
Blocked shots,3,1
Corner kicks,5,2
Offsides,0,1
Yellow cards,0,0
Free kicks,6,6
Throw-ins,7,12
Goal kicks,5,4
Big chances,5,2
Big chances missed,5,1
Hit woodwork,0,0
Counter attacks,2,0
Counter attack shots,1,0
Counter attack goals,1,0
Shots inside box,7,3
Shots outside box,2,2
Goalkeeper saves,0,2
Passes,172,292
Accurate passes,135 (78%),245 (84%)
Long balls,6/20 (30%),6/22 (27%)
Crosses,5/9 (56%),0/4 (0%)
Dribbles,3/5 (60%),4/11 (36%)
Possession lost,57,67
Duels won,23,19
Aerials won,6,4
Tackles,8,5
Interceptions,11,5
Clearances,2,4
Ball possession,32%,68%
Total shots,8,2
Shots on target,0,0
Shots off target,6,1
Blocked shots,2,1
Corner kicks,6,3
Offsides,3,1
Yellow cards,0,2
Free kicks,6,6
Throw-ins,11,10
Goal kicks,5,5
Big chances,1,0
Big chances missed,1,0
Hit woodwork,1,0
Counter attacks,1,0
Counter attack shots,1,0
Counter attack goals,0,0
Shots inside box,5,1
Shots outside box,3,1
Goalkeeper saves,0,0
Passes,125,293
Accurate passes,95 (76%),260 (89%)
Long balls,11/20 (55%),14/23 (61%)
Crosses,6/21 (29%),2/14 (14%)
Dribbles,3/5 (60%),6/9 (67%)
Possession lost,59,60
Duels won,21,25
Aerials won,6,8
Tackles,6,5
Interceptions,5,4
Clearances,7,12
