name,home,away
Ball possession,52%,48%
Total shots,8,16
Shots on target,4,4
Shots off target,1,8
Blocked shots,3,4
Corner kicks,5,4
Offsides,1,1
Fouls,13,13
Yellow cards,4,2
Free kicks,11,13
Throw-ins,24,16
Goal kicks,10,7
Big chances,1,3
Big chances missed,0,2
Counter attacks,0,5
Counter attack shots,0,5
Shots inside box,7,10
Shots outside box,1,6
Goalkeeper saves,2,2
Passes,400,385
Accurate passes,315 (79%),303 (79%)
Long balls,26/50 (52%),27/56 (48%)
Crosses,10/29 (34%),5/19 (26%)
Dribbles,11/22 (50%),5/8 (63%)
Possession lost,146,125
Duels won,47,57
Aerials won,16,21
Tackles,9,18
Interceptions,8,11
Clearances,21,32
Ball possession,57%,43%
Total shots,3,12
Shots on target,2,3
Shots off target,0,5
Blocked shots,1,4
Corner kicks,1,1
Offsides,1,1
Yellow cards,1,0
Free kicks,5,8
Throw-ins,9,11
Goal kicks,6,4
Big chances,0,2
Big chances missed,0,1
Counter attacks,0,4
Counter attack shots,0,4
Shots inside box,3,7
Shots outside box,0,5
Goalkeeper saves,1,1
Passes,197,152
Accurate passes,152 (77%),108 (71%)
Long balls,13/26 (50%),11/29 (38%)
Crosses,4/11 (36%),3/8 (38%)
Dribbles,6/13 (46%),3/5 (60%)
Possession lost,78,65
Duels won,21,34
Aerials won,6,11
Tackles,4,12
Interceptions,4,5
Clearances,11,15
Ball possession,48%,52%
Total shots,5,4
Shots on target,2,1
Shots off target,1,3
Blocked shots,2,0
Corner kicks,4,3
Offsides,0,0
Yellow cards,3,2
Free kicks,6,5
Throw-ins,15,5
Goal kicks,4,3
Big chances,1,1
Big chances missed,0,1
Counter attacks,0,1
Counter attack shots,0,1
Shots inside box,4,3
Shots outside box,1,1
Goalkeeper saves,1,1
Passes,203,233
Accurate passes,163 (80%),195 (84%)
Long balls,13/24 (54%),16/27 (59%)
Crosses,6/18 (33%),2/11 (18%)
Dribbles,5/9 (56%),2/3 (67%)
Possession lost,68,60
Duels won,26,23
Aerials won,10,10
Tackles,5,6
Interceptions,4,6
Clearances,10,17
