name,home,away
Ball possession,53%,47%
Total shots,11,11
Shots on target,5,5
Shots off target,3,4
Blocked shots,3,2
Corner kicks,3,5
Offsides,0,2
Fouls,12,16
Yellow cards,0,2
Red cards,0,1
Free kicks,16,11
Throw-ins,18,26
Goal kicks,8,10
Big chances,0,2
Shots inside box,8,7
Shots outside box,3,4
Goalkeeper saves,3,3
Passes,350,322
Accurate passes,251 (72%),219 (68%)
Long balls,18/54 (33%),24/63 (38%)
Crosses,5/25 (20%),0/15 (0%)
Dribbles,7/14 (50%),7/9 (78%)
Possession lost,163,168
Duels won,51,50
Aerials won,12,11
Tackles,16,21
Interceptions,15,8
Clearances,23,20
Ball possession,53%,47%
Total shots,4,6
Shots on target,1,3
Shots off target,1,1
Blocked shots,2,2
Corner kicks,0,3
Offsides,0,1
Red cards,0,0
Free kicks,4,8
Throw-ins,13,6
Goal kicks,1,7
Big chances,0,2
Shots inside box,2,5
Shots outside box,2,1
Goalkeeper saves,1,1
Passes,183,169
Accurate passes,133 (73%),114 (67%)
Long balls,7/24 (29%),13/34 (38%)
Crosses,1/11 (9%),0/10 (0%)
Dribbles,4/7 (57%),2/3 (67%)
Possession lost,86,86
Duels won,23,27
Aerials won,7,4
Tackles,8,13
Interceptions,9,3
Clearances,10,12
Ball possession,54%,46%
Total shots,7,5
Shots on target,4,2
Shots off target,2,3
Blocked shots,1,0
Corner kicks,3,2
Offsides,0,1
Yellow cards,0,2
Red cards,0,1
Free kicks,12,3
Throw-ins,5,20
Goal kicks,7,3
Big chances,0,0
Shots inside box,6,2
Shots outside box,1,3
Goalkeeper saves,2,2
Passes,167,153
Accurate passes,118 (71%),105 (69%)
Long balls,11/30 (37%),11/29 (38%)
Crosses,4/14 (29%),0/5 (0%)
Dribbles,3/7 (43%),5/6 (83%)
Possession lost,77,82
Duels won,28,23
Aerials won,5,7
Tackles,8,8
Interceptions,6,5
Clearances,13,8
