winnerCode,aggregatedWinnerCode,awayRedCards,startTimestamp,hasBet365LiveStream,bet365ExcludedCountryCodes,tournament.name,tournament.category.name,tournament.category.flag,tournament.category.alpha2,tournament.uniqueTournament.name,tournament.uniqueTournament.category.alpha2,season.name,season.year,roundInfo.round,homeTeam.name,homeTeam.shortName,homeTeam.gender,homeTeam.userCount,homeTeam.venue.city.name,homeTeam.venue.stadium.name,homeTeam.venue.stadium.capacity,homeTeam.venue.id,homeTeam.venue.country.alpha2,homeTeam.venue.country.name,homeTeam.nameCode,homeTeam.national,homeTeam.country.alpha2,homeTeam.country.name,homeTeam.fullName,homeTeam.foundationDateTimestamp,awayTeam.name,awayTeam.shortName,awayTeam.gender,awayTeam.manager.name,awayTeam.manager.shortName,awayTeam.manager.country.alpha2,awayTeam.manager.country.name,awayTeam.venue.city.name,awayTeam.venue.stadium.name,awayTeam.venue.stadium.capacity,awayTeam.venue.id,awayTeam.venue.country.alpha2,awayTeam.venue.country.name,awayTeam.nameCode,awayTeam.national,awayTeam.country.alpha2,awayTeam.country.name,awayTeam.fullName,awayTeam.foundationDateTimestamp,homeScore.current,homeScore.display,homeScore.period1,homeScore.normaltime,homeScore.penalties,awayScore.current,awayScore.display,awayScore.period1,awayScore.normaltime,awayScore.penalties
2,2,1,1690034400,True,"['GB', 'IE', 'SG', 'IR', 'GR', 'RU', 'CH', 'CA']","Scottish League Cup, Group B",Scotland,scotland,SX,Scottish League Cup,SX,League Cup 2023,2023,3,Partick Thistle,Partick Thistle,M,4162,Glasgow,Firhill Stadium,10921,3363,SX,Scotland,PAR,False,SX,Scotland,Partick Thistle,-2966371200,Falkirk FC,Falkirk,M,John McGlynn,J. McGlynn,AU,Australia,Falkirk,Falkirk Stadium,9120,1168,SX,Scotland,FAL,False,SX,Scotland,Falkirk FC,-2934748800,8,2,0,0,6,9,2,1,1,7
