winnerCode,aggregatedWinnerCode,startTimestamp,hasBet365LiveStream,bet365ExcludedCountryCodes,cupMatchesInRound,tournament.name,tournament.category.name,tournament.category.flag,tournament.category.alpha2,tournament.uniqueTournament.name,tournament.uniqueTournament.category.alpha2,season.name,season.year,roundInfo.round,roundInfo.name,roundInfo.slug,homeTeam.name,homeTeam.shortName,homeTeam.gender,homeTeam.userCount,homeTeam.manager.name,homeTeam.manager.shortName,homeTeam.manager.country.alpha2,homeTeam.manager.country.name,homeTeam.nameCode,homeTeam.national,homeTeam.country.alpha2,homeTeam.country.name,homeTeam.fullName,homeTeam.foundationDateTimestamp,awayTeam.name,awayTeam.shortName,awayTeam.gender,awayTeam.manager.name,awayTeam.manager.shortName,awayTeam.manager.country.alpha2,awayTeam.manager.country.name,awayTeam.venue.city.name,awayTeam.venue.stadium.name,awayTeam.venue.stadium.capacity,awayTeam.venue.id,awayTeam.venue.country.alpha2,awayTeam.venue.country.name,awayTeam.nameCode,awayTeam.national,awayTeam.country.alpha2,awayTeam.country.name,awayTeam.fullName,awayTeam.foundationDateTimestamp,homeScore.current,homeScore.display,homeScore.period1,homeScore.period2,homeScore.normaltime,awayScore.current,awayScore.display,awayScore.period1,awayScore.period2,awayScore.normaltime
2,2,1681293600,True,"['??', 'AN', 'CU', 'IR', 'KP', 'KR', 'SU', 'SY', 'VE', 'GR', 'RU', 'CH', 'CA']",1,Korean FA Cup,South Korea,south-korea,KR,Korean FA Cup,KR,FA Cup 2023,2023,3,Round 3,round-3,Chungnam Asan FC,Chungnam Asan,M,2260,Dong-hyeok Park,D. Park,KR,South Korea,CHU,False,KR,South Korea,Chungnam Asan FC,1577404800,Jeonnam Dragons,Jeonnam,M,Jang-kwan Lee,J. Lee,KR,South Korea,Gwangyang,Gwangyang Football Stadium,14284,4396,KR,South Korea,JED,False,KR,South Korea,Jeonnam Dragons,787536000,2,2,0,2,2,3,3,1,2,3
