winnerCode,startTimestamp,tournament.name,tournament.category.name,tournament.category.flag,tournament.uniqueTournament.name,season.name,season.year,roundInfo.round,homeTeam.name,homeTeam.shortName,homeTeam.gender,homeTeam.userCount,homeTeam.venue.city.name,homeTeam.venue.stadium.name,homeTeam.venue.stadium.capacity,homeTeam.venue.id,homeTeam.venue.country.alpha2,homeTeam.venue.country.name,homeTeam.nameCode,homeTeam.national,homeTeam.country.alpha2,homeTeam.country.name,homeTeam.fullName,awayTeam.name,awayTeam.shortName,awayTeam.gender,awayTeam.nameCode,awayTeam.national,awayTeam.country.alpha2,awayTeam.country.name,awayTeam.fullName,awayTeam.foundationDateTimestamp
0,1690621200,Club Friendly Games,World,international,Club Friendly Games,Club Friendly Games 2023,2023,1,Gimnástica Segoviana,Gimnástica,M,799,Segovia,Estadio Municipal de La Albuera,6000,30949,ES,Spain,SEG,False,ES,Spain,Gimnástica Segoviana,Real Ávila CF,Real Ávila,M,REA,False,ES,Spain,Real Ávila CF,-2117145600
