winnerCode,startTimestamp,tournament.name,tournament.category.name,tournament.category.flag,tournament.uniqueTournament.name,season.name,season.year,roundInfo.round,homeTeam.name,homeTeam.shortName,homeTeam.gender,homeTeam.userCount,homeTeam.venue.city.name,homeTeam.venue.stadium.name,homeTeam.venue.stadium.capacity,homeTeam.venue.id,homeTeam.venue.country.alpha2,homeTeam.venue.country.name,homeTeam.nameCode,homeTeam.national,homeTeam.country.alpha2,homeTeam.country.name,homeTeam.fullName,homeTeam.foundationDateTimestamp,awayTeam.name,awayTeam.shortName,awayTeam.gender,awayTeam.nameCode,awayTeam.national,awayTeam.fullName,homeScore.current,homeScore.display,homeScore.period1,homeScore.period2,homeScore.normaltime,awayScore.current,awayScore.display,awayScore.period1,awayScore.period2,awayScore.normaltime
3,1689093000,Club Friendly Games,World,international,Club Friendly Games,Club Friendly Games 2023,2023,1,DJK Ammerthal,Ammerthal,M,719,Ammerthal,Sportgelande Purschlager Weg,1500,8593,DE,Germany,AMM,False,DE,Germany,DJK Ammerthal,-375321600,SC Grosschwarzenlohe,SC Grosschwarzenlohe,M,GRO,False,SC Grosschwarzenlohe,1,1,0,1,1,1,1,1,0,1
