winnerCode,startTimestamp,tournament.name,tournament.category.name,tournament.category.flag,tournament.uniqueTournament.name,season.name,season.year,roundInfo.round,homeTeam.name,homeTeam.shortName,homeTeam.gender,homeTeam.userCount,homeTeam.nameCode,homeTeam.national,homeTeam.country.alpha2,homeTeam.country.name,homeTeam.fullName,awayTeam.name,awayTeam.shortName,awayTeam.gender,awayTeam.nameCode,awayTeam.national,awayTeam.country.alpha2,awayTeam.country.name,awayTeam.fullName,awayTeam.foundationDateTimestamp
0,1690619400,Club Friendly Games,World,international,Club Friendly Games,Club Friendly Games 2023,2023,1,FK Baník Souš,Baník Souš,M,344,BMS,False,CZ,Czech Republic,FK Baník Souš,Viktoria Plzeň B,Viktoria Plzeň B,M,VIK,False,CZ,Czech Republic,Viktoria Plzeň B,-1856822400
