winnerCode,homeRedCards,startTimestamp,tournament.name,tournament.category.name,tournament.category.flag,tournament.uniqueTournament.name,season.name,season.year,roundInfo.round,homeTeam.name,homeTeam.shortName,homeTeam.gender,homeTeam.userCount,homeTeam.nameCode,homeTeam.national,homeTeam.fullName,awayTeam.name,awayTeam.shortName,awayTeam.gender,awayTeam.manager.name,awayTeam.manager.shortName,awayTeam.manager.country.alpha2,awayTeam.manager.country.name,awayTeam.nameCode,awayTeam.national,awayTeam.country.alpha2,awayTeam.country.name,awayTeam.fullName,homeScore.current,homeScore.display,homeScore.period1,homeScore.period2,homeScore.normaltime,awayScore.current,awayScore.display,awayScore.period1,awayScore.period2,awayScore.normaltime,time.injuryTime1,time.injuryTime2
1,1,1688230800,"Central American and Caribbean Games, Women, Gr. A",North & Central America,north-and-central-america,"Central American and Caribbean Games, Women","Central American and Caribbean Games, Women 2023",2023,2,Centro Caribe Sports,Centro Caribe Sports,F,288,CEN,False,Centro Caribe Sports,Costa Rica,Costa Rica,F,Amelia Valverde,A. Valverde,CR,Costa Rica,CRC,True,CR,Costa Rica,Costa Rica,2,2,1,1,2,1,1,0,1,1,2,5
