winnerCode,startTimestamp,tournament.name,tournament.category.name,tournament.category.flag,tournament.uniqueTournament.name,season.name,season.year,homeTeam.name,homeTeam.shortName,homeTeam.gender,homeTeam.userCount,homeTeam.nameCode,homeTeam.national,homeTeam.country.alpha2,homeTeam.country.name,homeTeam.fullName,awayTeam.name,awayTeam.shortName,awayTeam.gender,awayTeam.nameCode,awayTeam.national,awayTeam.country.alpha2,awayTeam.country.name,awayTeam.fullName,awayTeam.foundationDateTimestamp,homeScore.current,homeScore.display,homeScore.period1,awayScore.current,awayScore.display,awayScore.period1
2,1688810400,Club Friendly Games,World,international,Club Friendly Games,Club Friendly Games 2023,2023,Skra Częstochowa,Skra,M,1742,CZE,False,PL,Poland,Skra Częstochowa,Polonia Bytom,Polonia Bytom,M,BYT,False,PL,Poland,Polonia Bytom,-776822400,3,3,3,4,4,0
