winnerCode,startTimestamp,tournament.name,tournament.category.name,tournament.category.flag,tournament.uniqueTournament.name,season.name,season.year,roundInfo.round,homeTeam.name,homeTeam.shortName,homeTeam.gender,homeTeam.userCount,homeTeam.nameCode,homeTeam.national,homeTeam.country.alpha2,homeTeam.country.name,homeTeam.fullName,awayTeam.name,awayTeam.shortName,awayTeam.gender,awayTeam.manager.name,awayTeam.manager.shortName,awayTeam.manager.country.alpha2,awayTeam.manager.country.name,awayTeam.nameCode,awayTeam.national,awayTeam.country.alpha2,awayTeam.country.name,awayTeam.fullName,homeScore.current,homeScore.display,homeScore.period1,homeScore.period2,homeScore.normaltime,awayScore.current,awayScore.display,awayScore.period1,awayScore.period2,awayScore.normaltime,time.injuryTime2
2,1689705000,"U19 European Womens Championship, Group A",Europe,europe,U19 European Women's Championship,U19 European Championship Women 2023,2023,1,Belgium U19,Belgium,F,889,BEL,True,BE,Belgium,Belgium U19,Netherlands U19,Netherlands,F,Roos Kwakkenbos,R. Kwakkenbos,NL,Netherlands,NED,True,NL,Netherlands,Netherlands U19,0,0,0,0,0,3,3,1,2,3,3
