name,home,away
Ball possession,62%,38%
Total shots,17,22
Shots on target,4,9
Shots off target,10,10
Blocked shots,3,3
Corner kicks,7,5
Offsides,3,1
Fouls,10,10
Yellow cards,1,2
Free kicks,10,10
Throw-ins,21,14
Goal kicks,9,14
Big chances,0,1
Hit woodwork,0,1
Counter attacks,2,0
Counter attack shots,2,0
Shots inside box,9,12
Shots outside box,8,10
Goalkeeper saves,7,4
Passes,478,301
Accurate passes,391 (82%),204 (68%)
Long balls,21/47 (45%),30/76 (39%)
Crosses,5/27 (19%),5/12 (42%)
Dribbles,15/31 (48%),10/19 (53%)
Possession lost,156,141
Duels won,65,59
Aerials won,25,18
Tackles,15,21
Interceptions,12,9
Clearances,12,25
Ball possession,62%,38%
Total shots,7,11
Shots on target,0,4
Shots off target,4,6
Blocked shots,3,1
Corner kicks,2,3
Offsides,1,0
Yellow cards,1,1
Free kicks,3,3
Throw-ins,10,5
Goal kicks,5,6
Big chances,0,1
Hit woodwork,0,1
Counter attacks,1,0
Counter attack shots,1,0
Shots inside box,1,4
Shots outside box,6,7
Goalkeeper saves,2,0
Passes,252,155
Accurate passes,211 (84%),107 (69%)
Long balls,7/19 (37%),13/36 (36%)
Crosses,2/6 (33%),4/8 (50%)
Dribbles,11/19 (58%),4/6 (67%)
Possession lost,72,65
Duels won,28,26
Aerials won,9,8
Tackles,5,11
Interceptions,6,8
Clearances,8,10
Ball possession,63%,37%
Total shots,10,11
Shots on target,4,5
Shots off target,6,4
Blocked shots,0,2
Corner kicks,5,2
Offsides,2,1
Yellow cards,0,1
Free kicks,7,7
Throw-ins,11,9
Goal kicks,4,8
Big chances,0,0
Hit woodwork,0,0
Counter attacks,1,0
Counter attack shots,1,0
Shots inside box,8,8
Shots outside box,2,3
Goalkeeper saves,5,4
Passes,226,146
Accurate passes,180 (80%),97 (66%)
Long balls,14/28 (50%),17/40 (43%)
Crosses,3/21 (14%),1/4 (25%)
Dribbles,4/12 (33%),6/13 (46%)
Possession lost,84,76
Duels won,37,33
Aerials won,16,10
Tackles,10,10
Interceptions,6,1
Clearances,4,15
