name,home,away
Ball possession,62%,38%
Total shots,20,17
Shots on target,5,8
Shots off target,9,6
Blocked shots,6,3
Corner kicks,4,8
Offsides,1,1
Fouls,12,12
Yellow cards,3,2
Free kicks,12,12
Throw-ins,29,15
Goal kicks,10,11
Big chances,1,4
Big chances missed,1,2
Counter attacks,1,4
Counter attack shots,1,3
Counter attack goals,0,1
Shots inside box,12,14
Shots outside box,8,3
Goalkeeper saves,5,3
Passes,491,292
Accurate passes,383 (78%),209 (72%)
Long balls,19/48 (40%),39/78 (50%)
Crosses,9/21 (43%),10/23 (43%)
Dribbles,6/9 (67%),5/11 (45%)
Possession lost,151,137
Duels won,60,44
Aerials won,26,18
Tackles,16,9
Interceptions,6,9
Clearances,21,35
Ball possession,56%,44%
Total shots,7,9
Shots on target,3,6
Shots off target,3,3
Blocked shots,1,0
Corner kicks,2,4
Offsides,1,1
Yellow cards,0,1
Free kicks,5,4
Throw-ins,12,10
Goal kicks,3,4
Big chances,0,4
Big chances missed,0,2
Counter attacks,1,3
Counter attack shots,1,2
Counter attack goals,0,1
Shots inside box,5,8
Shots outside box,2,1
Goalkeeper saves,4,2
Passes,236,180
Accurate passes,179 (76%),137 (76%)
Long balls,11/26 (42%),22/42 (52%)
Crosses,3/10 (30%),6/14 (43%)
Dribbles,3/4 (75%),3/5 (60%)
Possession lost,78,76
Duels won,29,17
Aerials won,11,8
Tackles,10,2
Interceptions,6,4
Clearances,13,15
Ball possession,69%,31%
Total shots,13,8
Shots on target,2,2
Shots off target,6,3
Blocked shots,5,3
Corner kicks,2,4
Offsides,0,0
Yellow cards,3,1
Free kicks,7,8
Throw-ins,17,5
Goal kicks,7,7
Big chances,1,0
Big chances missed,1,0
Counter attacks,0,1
Counter attack shots,0,1
Counter attack goals,0,0
Shots inside box,7,6
Shots outside box,6,2
Goalkeeper saves,1,1
Passes,255,112
Accurate passes,204 (80%),72 (64%)
Long balls,8/22 (36%),17/36 (47%)
Crosses,6/11 (55%),4/9 (44%)
Dribbles,3/5 (60%),2/6 (33%)
Possession lost,73,61
Duels won,31,27
Aerials won,15,10
Tackles,6,7
Interceptions,0,5
Clearances,8,20
