winnerCode,aggregatedWinnerCode,startTimestamp,tournament.name,tournament.category.name,tournament.category.flag,tournament.category.alpha2,tournament.uniqueTournament.name,tournament.uniqueTournament.category.alpha2,season.name,season.year,roundInfo.round,homeTeam.name,homeTeam.shortName,homeTeam.gender,homeTeam.userCount,homeTeam.venue.city.name,homeTeam.venue.stadium.name,homeTeam.venue.stadium.capacity,homeTeam.venue.id,homeTeam.venue.country.alpha2,homeTeam.venue.country.name,homeTeam.nameCode,homeTeam.national,homeTeam.country.alpha2,homeTeam.country.name,homeTeam.fullName,homeTeam.foundationDateTimestamp,awayTeam.name,awayTeam.shortName,awayTeam.gender,awayTeam.manager.name,awayTeam.manager.shortName,awayTeam.manager.country.alpha2,awayTeam.manager.country.name,awayTeam.venue.city.name,awayTeam.venue.stadium.name,awayTeam.venue.stadium.capacity,awayTeam.venue.id,awayTeam.venue.country.alpha2,awayTeam.venue.country.name,awayTeam.nameCode,awayTeam.national,awayTeam.country.alpha2,awayTeam.country.name,awayTeam.fullName,awayTeam.foundationDateTimestamp,homeScore.current,homeScore.display,homeScore.period1,homeScore.normaltime,homeScore.penalties,awayScore.current,awayScore.display,awayScore.period1,awayScore.normaltime,awayScore.penalties
2,2,1690034400,"Scottish League Cup, Group H",Scotland,scotland,SX,Scottish League Cup,SX,League Cup 2023,2023,3,Cowdenbeath,Cowdenbeath,M,533,Cowdenbeath,Central Park,4370,3377,SX,Scotland,COW,False,SX,Scotland,Cowdenbeath,-2808518400,Montrose,Montrose,M,Stewart Petrie,S. Petrie,SX,Scotland,Montrose,Links Park,3292,3399,SX,Scotland,MON,False,SX,Scotland,Montrose,-2847052800,5,0,0,0,5,6,0,0,0,6
