name,home,away
Expected goals,1.79,1.25
Expected assists,1.09,1.36
Ball possession,41%,59%
Total shots,17,9
Shots on target,7,3
Shots off target,8,1
Blocked shots,2,5
Corner kicks,4,2
Offsides,1,3
Fouls,16,12
Yellow cards,2,5
Red cards,0,1
Free kicks,11,15
Throw-ins,20,19
Goal kicks,1,9
Big chances,4,3
Big chances missed,3,2
Hit woodwork,2,0
Shots inside box,11,8
Shots outside box,6,1
Goalkeeper saves,2,4
Goals prevented,-0.48,-0.19
Passes,353,537
Accurate passes,287 (81%),458 (85%)
Long balls,26/46 (57%),23/49 (47%)
Crosses,8/25 (32%),4/12 (33%)
Dribbles,10/19 (53%),5/17 (29%)
Possession lost,126,132
Duels won,64,43
Aerials won,24,9
Tackles,19,14
Interceptions,12,7
Clearances,14,23
Expected goals,0.97,1.13
Expected assists,0.51,1.19
Ball possession,46%,54%
Total shots,9,7
Shots on target,3,3
Shots off target,5,1
Blocked shots,1,3
Corner kicks,2,2
Offsides,0,3
Yellow cards,2,2
Red cards,0,0
Free kicks,4,7
Throw-ins,12,12
Goal kicks,1,3
Big chances,2,3
Big chances missed,2,2
Hit woodwork,2,0
Shots inside box,6,6
Shots outside box,3,1
Goalkeeper saves,2,2
Passes,192,239
Accurate passes,150 (78%),194 (81%)
Long balls,13/24 (54%),9/25 (36%)
Crosses,4/13 (31%),4/7 (57%)
Dribbles,6/9 (67%),2/9 (22%)
Possession lost,71,72
Duels won,36,18
Aerials won,18,4
Tackles,8,5
Interceptions,5,6
Clearances,7,13
Expected goals,0.81,0.12
Expected assists,0.58,0.17
Ball possession,37%,63%
Total shots,8,2
Shots on target,4,0
Shots off target,3,0
Blocked shots,1,2
Corner kicks,2,0
Offsides,1,0
Yellow cards,0,3
Red cards,0,1
Free kicks,7,8
Throw-ins,8,7
Goal kicks,0,6
Big chances,2,0
Big chances missed,1,0
Hit woodwork,0,0
Shots inside box,5,2
Shots outside box,3,0
Goalkeeper saves,0,2
Passes,161,298
Accurate passes,137 (85%),264 (89%)
Long balls,13/22 (59%),14/24 (58%)
Crosses,4/12 (33%),0/5 (0%)
Dribbles,4/10 (40%),3/8 (38%)
Possession lost,55,60
Duels won,28,25
Aerials won,6,5
Tackles,11,9
Interceptions,7,1
Clearances,7,10
