name,home,away
Ball possession,44%,56%
Total shots,15,2
Shots on target,3,1
Shots off target,6,1
Blocked shots,6,0
Corner kicks,6,2
Offsides,1,4
Fouls,10,6
Yellow cards,2,2
Free kicks,5,10
Throw-ins,29,27
Goal kicks,7,17
Shots inside box,8,0
Shots outside box,7,2
Goalkeeper saves,0,3
Passes,378,520
Accurate passes,267 (71%),402 (77%)
Long balls,28/78 (36%),35/88 (40%)
Crosses,4/31 (13%),0/4 (0%)
Dribbles,1/2 (50%),9/12 (75%)
Possession lost,175,169
Duels won,42,51
Aerials won,19,23
Tackles,17,9
Interceptions,11,9
Clearances,9,31
Ball possession,40%,60%
Total shots,7,1
Shots on target,2,0
Shots off target,3,1
Blocked shots,2,0
Corner kicks,1,2
Offsides,0,3
Yellow cards,0,0
Free kicks,3,5
Throw-ins,17,10
Goal kicks,5,6
Shots inside box,4,0
Shots outside box,3,1
Goalkeeper saves,0,2
Passes,189,290
Accurate passes,137 (72%),236 (81%)
Long balls,11/34 (32%),23/47 (49%)
Crosses,3/11 (27%),0/1 (0%)
Dribbles,1/1 (100%),4/5 (80%)
Possession lost,78,83
Duels won,20,24
Aerials won,7,10
Tackles,9,5
Interceptions,6,5
Clearances,5,9
Ball possession,48%,52%
Total shots,8,1
Shots on target,1,1
Shots off target,3,0
Blocked shots,4,0
Corner kicks,5,0
Offsides,1,1
Yellow cards,2,2
Free kicks,2,5
Throw-ins,12,17
Goal kicks,2,11
Shots inside box,4,0
Shots outside box,4,1
Goalkeeper saves,0,1
Passes,189,230
Accurate passes,130 (69%),166 (72%)
Long balls,17/44 (39%),12/41 (29%)
Crosses,1/20 (5%),0/3 (0%)
Dribbles,0/1 (0%),5/7 (71%)
Possession lost,97,86
Duels won,22,27
Aerials won,12,13
Tackles,8,4
Interceptions,5,4
Clearances,4,22
