winnerCode,aggregatedWinnerCode,startTimestamp,cupMatchesInRound,tournament.name,tournament.category.name,tournament.category.flag,tournament.category.alpha2,tournament.uniqueTournament.name,tournament.uniqueTournament.category.alpha2,season.name,season.year,roundInfo.round,roundInfo.name,roundInfo.slug,referee.name,referee.yellowCards,referee.redCards,referee.yellowRedCards,referee.games,referee.country.alpha2,referee.country.name,homeTeam.name,homeTeam.shortName,homeTeam.gender,homeTeam.userCount,homeTeam.nameCode,homeTeam.national,homeTeam.country.alpha2,homeTeam.country.name,homeTeam.fullName,homeTeam.foundationDateTimestamp,awayTeam.name,awayTeam.shortName,awayTeam.gender,awayTeam.manager.name,awayTeam.manager.shortName,awayTeam.manager.country.alpha2,awayTeam.manager.country.name,awayTeam.venue.city.name,awayTeam.venue.stadium.name,awayTeam.venue.stadium.capacity,awayTeam.venue.id,awayTeam.venue.country.alpha2,awayTeam.venue.country.name,awayTeam.nameCode,awayTeam.national,awayTeam.country.alpha2,awayTeam.country.name,awayTeam.fullName,awayTeam.foundationDateTimestamp,homeScore.current,homeScore.display,homeScore.period1,homeScore.period2,homeScore.normaltime,homeScore.overtime,homeScore.penalties,awayScore.current,awayScore.display,awayScore.period1,awayScore.period2,awayScore.normaltime,awayScore.overtime,awayScore.penalties
2,2,1689958800,1,OFB Cup,Austria,austria,AT,ÖFB Cup,AT,OFB Cup 23/24,23/24,1,Round 1,round-1,Oliver Fluch,161,5,1,42,AT,Austria,Deutschlandsberger SC,DSC,M,862,DSC,False,AT,Austria,Deutschlandsberger SC,-1096588800,Kapfenberger SV,KSV 1919,M,Abdulah Ibraković,A. Ibraković,BA,Bosnia & Herzegovina,Kapfenberg,Franz-Fekete-Stadion,9640,636,AT,Austria,KSV,False,AT,Austria,Kapfenberger SV,-1587340800,6,1,0,1,1,0,5,7,1,0,1,1,0,6
