name,home,away
Expected goals,1.86,1.48
Expected assists,1.07,0.76
Ball possession,60%,40%
Total shots,18,22
Shots on target,4,7
Shots off target,7,5
Blocked shots,7,10
Corner kicks,6,7
Offsides,1,1
Fouls,14,8
Yellow cards,3,1
Free kicks,8,12
Throw-ins,21,24
Goal kicks,7,7
Big chances,2,4
Big chances missed,1,2
Hit woodwork,0,2
Counter attacks,0,2
Counter attack shots,0,2
Shots inside box,10,8
Shots outside box,8,14
Goalkeeper saves,5,2
Goals prevented,-0.14,-0.43
Passes,522,332
Accurate passes,430 (82%),246 (74%)
Long balls,36/62 (58%),25/61 (41%)
Crosses,5/18 (28%),6/24 (25%)
Dribbles,13/28 (46%),9/20 (45%)
Possession lost,144,160
Duels won,59,57
Aerials won,21,14
Tackles,17,23
Interceptions,0,3
Clearances,31,21
Expected goals,1.19,1.00
Expected assists,0.30,0.37
Ball possession,58%,42%
Total shots,7,14
Shots on target,2,3
Shots off target,3,3
Blocked shots,2,8
Corner kicks,3,3
Offsides,0,1
Yellow cards,1,1
Free kicks,5,5
Throw-ins,11,10
Goal kicks,4,2
Big chances,1,3
Big chances missed,0,2
Hit woodwork,0,2
Counter attacks,0,0
Counter attack shots,0,0
Shots inside box,4,6
Shots outside box,3,8
Goalkeeper saves,2,0
Passes,264,185
Accurate passes,230 (87%),149 (81%)
Long balls,21/29 (72%),13/28 (46%)
Crosses,2/9 (22%),4/12 (33%)
Dribbles,7/12 (58%),4/10 (40%)
Possession lost,56,68
Duels won,30,21
Aerials won,9,4
Tackles,9,8
Interceptions,0,0
Clearances,18,9
Expected goals,0.67,0.48
Expected assists,0.77,0.39
Ball possession,62%,38%
Total shots,11,8
Shots on target,2,4
Shots off target,4,2
Blocked shots,5,2
Corner kicks,3,4
Offsides,1,0
Yellow cards,2,0
Free kicks,3,7
Throw-ins,10,14
Goal kicks,3,5
Big chances,1,1
Big chances missed,1,0
Hit woodwork,0,0
Counter attacks,0,2
Counter attack shots,0,2
Shots inside box,6,2
Shots outside box,5,6
Goalkeeper saves,3,2
Passes,258,147
Accurate passes,200 (78%),97 (66%)
Long balls,15/33 (45%),12/33 (36%)
Crosses,3/9 (33%),2/12 (17%)
Dribbles,6/16 (38%),5/10 (50%)
Possession lost,88,92
Duels won,29,36
Aerials won,12,10
Tackles,8,15
Interceptions,0,3
Clearances,13,12
