name,home,away
Ball possession,47%,53%
Total shots,14,14
Shots on target,2,7
Shots off target,8,6
Blocked shots,4,1
Corner kicks,4,5
Offsides,0,3
Fouls,10,10
Yellow cards,2,1
Free kicks,9,10
Throw-ins,25,27
Goal kicks,12,13
Big chances,4,1
Big chances missed,3,0
Counter attacks,1,1
Counter attack shots,1,1
Shots inside box,10,10
Shots outside box,4,4
Goalkeeper saves,5,1
Passes,323,362
Accurate passes,240 (74%),273 (75%)
Long balls,20/53 (38%),26/58 (45%)
Crosses,5/17 (29%),4/24 (17%)
Dribbles,2/4 (50%),8/10 (80%)
Possession lost,133,137
Duels won,36,37
Aerials won,14,12
Tackles,11,7
Interceptions,12,5
Clearances,26,15
Ball possession,55%,45%
Total shots,11,7
Shots on target,2,4
Shots off target,6,2
Blocked shots,3,1
Corner kicks,2,2
Offsides,0,2
Yellow cards,0,0
Free kicks,6,5
Throw-ins,10,11
Goal kicks,5,7
Big chances,3,0
Big chances missed,2,0
Counter attacks,1,1
Counter attack shots,1,1
Shots inside box,7,5
Shots outside box,4,2
Goalkeeper saves,4,1
Passes,207,179
Accurate passes,169 (82%),139 (78%)
Long balls,14/26 (54%),12/30 (40%)
Crosses,4/13 (31%),0/8 (0%)
Dribbles,1/2 (50%),4/5 (80%)
Possession lost,60,61
Duels won,18,20
Aerials won,6,9
Tackles,5,2
Interceptions,6,2
Clearances,11,8
Ball possession,38%,62%
Total shots,3,7
Shots on target,0,3
Shots off target,2,4
Blocked shots,1,0
Corner kicks,2,3
Offsides,0,1
Yellow cards,2,1
Free kicks,3,5
Throw-ins,15,16
Goal kicks,7,6
Big chances,1,1
Big chances missed,1,0
Counter attacks,0,0
Counter attack shots,0,0
Shots inside box,3,5
Shots outside box,0,2
Goalkeeper saves,1,0
Passes,116,183
Accurate passes,71 (61%),134 (73%)
Long balls,6/27 (22%),14/28 (50%)
Crosses,1/4 (25%),4/16 (25%)
Dribbles,1/2 (50%),4/5 (80%)
Possession lost,73,76
Duels won,18,17
Aerials won,8,3
Tackles,6,5
Interceptions,6,3
Clearances,15,7
