name,home,away
Ball possession,37%,63%
Total shots,13,13
Shots on target,5,3
Shots off target,7,7
Blocked shots,1,3
Corner kicks,4,7
Offsides,2,3
Fouls,14,9
Yellow cards,5,2
Free kicks,9,11
Throw-ins,23,34
Goal kicks,9,11
Big chances,5,0
Big chances missed,4,0
Counter attacks,3,0
Counter attack shots,2,0
Counter attack goals,1,0
Shots inside box,8,6
Shots outside box,5,7
Goalkeeper saves,3,4
Passes,272,462
Accurate passes,180 (66%),353 (76%)
Long balls,23/61 (38%),35/61 (57%)
Crosses,3/15 (20%),5/34 (15%)
Dribbles,4/10 (40%),11/18 (61%)
Possession lost,146,183
Duels won,46,60
Aerials won,17,19
Tackles,16,19
Interceptions,20,13
Clearances,34,8
Ball possession,31%,69%
Total shots,6,8
Shots on target,2,2
Shots off target,3,3
Blocked shots,1,3
Corner kicks,1,5
Offsides,1,2
Yellow cards,0,1
Free kicks,5,3
Throw-ins,10,18
Goal kicks,3,5
Big chances,2,0
Big chances missed,1,0
Counter attacks,3,0
Counter attack shots,2,0
Counter attack goals,1,0
Shots inside box,3,4
Shots outside box,3,4
Goalkeeper saves,2,2
Passes,120,246
Accurate passes,79 (66%),197 (80%)
Long balls,10/30 (33%),17/30 (57%)
Crosses,1/4 (25%),3/23 (13%)
Dribbles,0/2 (0%),7/9 (78%)
Possession lost,59,88
Duels won,20,27
Aerials won,9,10
Tackles,6,7
Interceptions,7,6
Clearances,24,3
Ball possession,42%,58%
Total shots,7,5
Shots on target,3,1
Shots off target,4,4
Blocked shots,0,0
Corner kicks,3,2
Offsides,1,1
Yellow cards,5,1
Free kicks,4,8
Throw-ins,13,16
Goal kicks,6,6
Big chances,3,0
Big chances missed,3,0
Counter attacks,0,0
Counter attack shots,0,0
Counter attack goals,0,0
Shots inside box,5,2
Shots outside box,2,3
Goalkeeper saves,1,2
Passes,152,216
Accurate passes,101 (66%),156 (72%)
Long balls,13/31 (42%),18/31 (58%)
Crosses,2/11 (18%),2/11 (18%)
Dribbles,4/8 (50%),4/9 (44%)
Possession lost,87,95
Duels won,26,33
Aerials won,8,9
Tackles,10,12
Interceptions,13,7
Clearances,10,5
