winnerCode,startTimestamp,tournament.name,tournament.category.name,tournament.category.flag,tournament.uniqueTournament.name,season.name,season.year,roundInfo.round,homeTeam.name,homeTeam.shortName,homeTeam.gender,homeTeam.userCount,homeTeam.manager.name,homeTeam.manager.shortName,homeTeam.manager.country.alpha2,homeTeam.manager.country.name,homeTeam.venue.city.name,homeTeam.venue.stadium.name,homeTeam.venue.stadium.capacity,homeTeam.venue.id,homeTeam.venue.country.alpha2,homeTeam.venue.country.name,homeTeam.nameCode,homeTeam.national,homeTeam.country.alpha2,homeTeam.country.name,homeTeam.fullName,homeTeam.foundationDateTimestamp,awayTeam.name,awayTeam.shortName,awayTeam.gender,awayTeam.manager.name,awayTeam.manager.shortName,awayTeam.manager.country.alpha2,awayTeam.manager.country.name,awayTeam.nameCode,awayTeam.national,awayTeam.country.alpha2,awayTeam.country.name,awayTeam.fullName,awayTeam.foundationDateTimestamp,homeScore.current,awayScore.current
0,1688142600,Club Friendly Games,World,international,Club Friendly Games,Club Friendly Games 2023,2023,1,First Vienna,First Vienna,M,2818,Alexander Zellhofer,A. Zellhofer,AT,Austria,Vienna,Stadion Hohe Warte,5500,1226,AT,Austria,VIE,False,AT,Austria,First Vienna,-2378160000,ASV Draßburg,Draßburg,M,Michael Porics,M. Porics,AT,Austria,DRA,False,AT,Austria,ASV Draßburg,-724723200,4,0
