name,home,away
Ball possession,52%,48%
Total shots,3,14
Shots on target,1,7
Shots off target,1,4
Blocked shots,1,3
Corner kicks,1,6
Offsides,1,0
Fouls,8,14
Yellow cards,1,1
Free kicks,13,7
Throw-ins,33,20
Goal kicks,9,7
Big chances,0,3
Big chances missed,0,2
Shots inside box,1,13
Shots outside box,2,1
Goalkeeper saves,5,1
Passes,445,410
Accurate passes,312 (70%),277 (68%)
Long balls,29/72 (40%),43/105 (41%)
Crosses,1/8 (13%),5/23 (22%)
Dribbles,7/14 (50%),5/10 (50%)
Possession lost,178,175
Duels won,49,57
Aerials won,21,28
Tackles,8,17
Interceptions,7,12
Clearances,22,8
Ball possession,51%,49%
Total shots,2,7
Shots on target,0,3
Shots off target,1,2
Blocked shots,1,2
Corner kicks,1,4
Offsides,0,0
Yellow cards,1,0
Free kicks,8,3
Throw-ins,17,10
Goal kicks,6,2
Big chances,0,2
Big chances missed,0,1
Shots inside box,1,7
Shots outside box,1,0
Goalkeeper saves,2,0
Passes,217,208
Accurate passes,148 (68%),141 (68%)
Long balls,15/38 (39%),23/55 (42%)
Crosses,0/4 (0%),4/14 (29%)
Dribbles,4/7 (57%),1/4 (25%)
Possession lost,88,86
Duels won,30,26
Aerials won,14,15
Tackles,4,7
Interceptions,2,7
Clearances,10,7
Ball possession,53%,47%
Total shots,1,7
Shots on target,1,4
Shots off target,0,2
Blocked shots,0,1
Corner kicks,0,2
Offsides,1,0
Yellow cards,0,1
Free kicks,5,4
Throw-ins,16,10
Goal kicks,3,5
Big chances,0,1
Big chances missed,0,1
Shots inside box,0,6
Shots outside box,1,1
Goalkeeper saves,3,1
Passes,228,202
Accurate passes,164 (72%),136 (67%)
Long balls,14/34 (41%),20/50 (40%)
Crosses,1/4 (25%),1/9 (11%)
Dribbles,3/7 (43%),4/6 (67%)
Possession lost,90,89
Duels won,19,31
Aerials won,7,13
Tackles,4,10
Interceptions,5,5
Clearances,12,1
