winnerCode,startTimestamp,tournament.name,tournament.category.name,tournament.category.flag,tournament.uniqueTournament.name,season.name,season.year,roundInfo.round,homeTeam.name,homeTeam.shortName,homeTeam.gender,homeTeam.userCount,homeTeam.nameCode,homeTeam.national,homeTeam.country.alpha2,homeTeam.country.name,homeTeam.fullName,awayTeam.name,awayTeam.shortName,awayTeam.gender,awayTeam.nameCode,awayTeam.national,awayTeam.fullName,homeScore.current,homeScore.display,homeScore.period1,homeScore.period2,homeScore.normaltime,awayScore.current,awayScore.display,awayScore.period1,awayScore.period2,awayScore.normaltime,time.injuryTime2
1,1688583600,"U20 CONMEBOL Libertadores, Group B",South America,south-america,U20 CONMEBOL Libertadores,U20 Copa Libertadores 2023,2023,2,Independiente del Valle U20,Independiente,M,1101,VAL,False,EC,Ecuador,Independiente del Valle U20,Envigado FC U20,Envigado,M,ENV,False,Envigado FC U20,1,1,1,0,1,0,0,0,0,0,5
