name,home,away
Ball possession,62%,38%
Total shots,17,9
Shots on target,2,3
Shots off target,8,4
Blocked shots,7,2
Corner kicks,5,1
Offsides,1,1
Fouls,12,10
Yellow cards,2,3
Red cards,0,0
Free kicks,9,10
Throw-ins,23,13
Goal kicks,6,13
Big chances,0,1
Counter attacks,0,1
Counter attack shots,0,1
Shots inside box,11,3
Shots outside box,6,6
Goalkeeper saves,2,2
Passes,417,264
Accurate passes,302 (72%),154 (58%)
Long balls,29/78 (37%),17/65 (26%)
Crosses,11/32 (34%),0/5 (0%)
Dribbles,9/20 (45%),8/14 (57%)
Possession lost,165,139
Duels won,40,54
Aerials won,12,18
Tackles,10,18
Interceptions,6,8
Clearances,12,38
Ball possession,50%,50%
Total shots,8,5
Shots on target,0,2
Shots off target,3,2
Blocked shots,5,1
Corner kicks,3,0
Offsides,1,0
Yellow cards,1,1
Free kicks,4,6
Throw-ins,5,9
Goal kicks,3,6
Big chances,0,1
Counter attacks,0,0
Counter attack shots,0,0
Shots inside box,6,2
Shots outside box,2,3
Goalkeeper saves,1,0
Passes,136,143
Accurate passes,90 (66%),93 (65%)
Long balls,10/36 (28%),9/23 (39%)
Crosses,6/13 (46%),0/3 (0%)
Dribbles,4/9 (44%),3/7 (43%)
Possession lost,68,65
Duels won,19,26
Aerials won,6,7
Tackles,5,10
Interceptions,4,5
Clearances,8,16
Ball possession,71%,29%
Total shots,9,4
Shots on target,2,1
Shots off target,5,2
Blocked shots,2,1
Corner kicks,2,1
Offsides,0,1
Yellow cards,1,2
Free kicks,5,4
Throw-ins,18,4
Goal kicks,3,7
Big chances,0,0
Counter attacks,0,1
Counter attack shots,0,1
Shots inside box,5,1
Shots outside box,4,3
Goalkeeper saves,1,2
Passes,281,121
Accurate passes,212 (75%),61 (50%)
Long balls,19/42 (45%),8/42 (19%)
Crosses,5/19 (26%),0/2 (0%)
Dribbles,5/11 (45%),5/7 (71%)
Possession lost,97,74
Duels won,21,28
Aerials won,6,11
Tackles,5,8
Interceptions,2,3
Clearances,4,22
