name,home,away
Ball possession,50%,50%
Total shots,11,7
Shots on target,3,1
Shots off target,7,1
Blocked shots,1,5
Corner kicks,5,6
Offsides,1,2
Fouls,12,13
Yellow cards,2,1
Free kicks,11,12
Throw-ins,28,28
Goal kicks,7,12
Big chances,1,1
Big chances missed,1,1
Counter attacks,2,0
Counter attack shots,2,0
Shots inside box,9,5
Shots outside box,2,2
Goalkeeper saves,1,3
Passes,370,372
Accurate passes,254 (69%),250 (67%)
Long balls,29/59 (49%),26/63 (41%)
Crosses,2/17 (12%),2/17 (12%)
Dribbles,7/17 (41%),10/23 (43%)
Possession lost,175,184
Duels won,54,61
Aerials won,13,18
Tackles,24,22
Interceptions,13,8
Clearances,15,21
Ball possession,50%,50%
Total shots,2,2
Shots on target,2,1
Shots off target,0,0
Blocked shots,0,1
Corner kicks,3,2
Offsides,0,0
Yellow cards,1,1
Free kicks,7,7
Throw-ins,10,18
Goal kicks,4,4
Big chances,0,1
Big chances missed,0,1
Counter attacks,0,0
Counter attack shots,0,0
Shots inside box,2,2
Shots outside box,0,0
Goalkeeper saves,1,2
Passes,197,202
Accurate passes,148 (75%),149 (74%)
Long balls,8/21 (38%),14/24 (58%)
Crosses,1/9 (11%),0/5 (0%)
Dribbles,3/7 (43%),4/11 (36%)
Possession lost,77,82
Duels won,25,28
Aerials won,3,7
Tackles,13,11
Interceptions,7,5
Clearances,4,10
Ball possession,50%,50%
Total shots,9,5
Shots on target,1,0
Shots off target,7,1
Blocked shots,1,4
Corner kicks,2,4
Offsides,1,2
Yellow cards,1,0
Free kicks,4,5
Throw-ins,18,10
Goal kicks,3,8
Big chances,1,0
Big chances missed,1,0
Counter attacks,2,0
Counter attack shots,2,0
Shots inside box,7,3
Shots outside box,2,2
Goalkeeper saves,0,1
Passes,173,170
Accurate passes,106 (61%),101 (59%)
Long balls,21/38 (55%),12/39 (31%)
Crosses,1/8 (13%),2/12 (17%)
Dribbles,4/10 (40%),6/12 (50%)
Possession lost,98,102
Duels won,29,33
Aerials won,10,11
Tackles,11,11
Interceptions,6,3
Clearances,11,11
