name,home,away
Ball possession,40%,60%
Total shots,15,15
Shots on target,7,8
Shots off target,4,5
Blocked shots,4,2
Corner kicks,3,5
Offsides,1,4
Fouls,12,14
Yellow cards,1,1
Free kicks,13,12
Throw-ins,14,22
Goal kicks,9,10
Big chances,1,3
Big chances missed,0,1
Counter attacks,0,1
Counter attack shots,0,1
Shots inside box,10,10
Shots outside box,5,5
Goalkeeper saves,5,6
Passes,393,613
Accurate passes,309 (79%),518 (85%)
Long balls,20/49 (41%),42/68 (62%)
Crosses,4/15 (27%),4/11 (36%)
Dribbles,14/19 (74%),8/14 (57%)
Possession lost,133,142
Duels won,51,34
Aerials won,9,4
Tackles,15,10
Interceptions,16,14
Clearances,7,10
Ball possession,34%,66%
Total shots,8,8
Shots on target,5,4
Shots off target,0,4
Blocked shots,3,0
Corner kicks,1,2
Offsides,0,0
Yellow cards,1,1
Free kicks,6,7
Throw-ins,7,10
Goal kicks,7,4
Big chances,1,3
Big chances missed,0,1
Counter attacks,0,1
Counter attack shots,0,1
Shots inside box,6,5
Shots outside box,2,3
Goalkeeper saves,1,4
Passes,164,328
Accurate passes,126 (77%),290 (88%)
Long balls,7/20 (35%),32/45 (71%)
Crosses,2/5 (40%),2/5 (40%)
Dribbles,8/11 (73%),2/4 (50%)
Possession lost,60,53
Duels won,22,17
Aerials won,5,2
Tackles,3,6
Interceptions,5,4
Clearances,2,3
Ball possession,45%,55%
Total shots,7,7
Shots on target,2,4
Shots off target,4,1
Blocked shots,1,2
Corner kicks,2,3
Offsides,1,4
Yellow cards,0,0
Free kicks,7,5
Throw-ins,7,12
Goal kicks,2,6
Big chances,0,0
Big chances missed,0,0
Counter attacks,0,0
Counter attack shots,0,0
Shots inside box,4,5
Shots outside box,3,2
Goalkeeper saves,4,2
Passes,229,285
Accurate passes,183 (80%),228 (80%)
Long balls,13/29 (45%),10/23 (43%)
Crosses,2/10 (20%),2/6 (33%)
Dribbles,6/8 (75%),6/10 (60%)
Possession lost,73,89
Duels won,29,17
Aerials won,4,2
Tackles,12,4
Interceptions,11,10
Clearances,5,7
