name,home,away
Expected goals,2.11,0.76
Expected assists,0.53,0.63
Ball possession,45%,55%
Total shots,15,12
Shots on target,7,5
Shots off target,7,6
Blocked shots,1,1
Corner kicks,4,4
Offsides,3,1
Fouls,15,13
Yellow cards,4,3
Free kicks,11,14
Throw-ins,20,27
Goal kicks,7,9
Big chances,4,2
Big chances missed,3,2
Hit woodwork,1,1
Counter attacks,1,0
Counter attack shots,1,0
Shots inside box,10,7
Shots outside box,5,5
Goalkeeper saves,5,6
Goals prevented,0.52,2.19
Passes,317,399
Accurate passes,231 (73%),297 (74%)
Long balls,27/54 (50%),26/61 (43%)
Crosses,5/20 (25%),6/14 (43%)
Dribbles,12/22 (55%),11/20 (55%)
Possession lost,153,155
Duels won,56,56
Aerials won,13,12
Tackles,20,19
Interceptions,20,15
Clearances,16,20
Expected goals,0.30,0.58
Expected assists,0.25,0.42
Ball possession,44%,56%
Total shots,5,9
Shots on target,2,3
Shots off target,3,5
Blocked shots,0,1
Corner kicks,2,3
Offsides,2,0
Yellow cards,2,1
Free kicks,5,8
Throw-ins,10,9
Goal kicks,4,6
Big chances,1,2
Big chances missed,1,2
Hit woodwork,0,1
Counter attacks,0,0
Counter attack shots,0,0
Shots inside box,3,6
Shots outside box,2,3
Goalkeeper saves,3,2
Passes,171,220
Accurate passes,130 (76%),172 (78%)
Long balls,18/31 (58%),8/22 (36%)
Crosses,2/9 (22%),5/7 (71%)
Dribbles,7/11 (64%),7/12 (58%)
Possession lost,74,70
Duels won,29,33
Aerials won,6,9
Tackles,11,9
Interceptions,9,8
Clearances,4,11
Expected goals,1.81,0.17
Expected assists,0.29,0.22
Ball possession,46%,54%
Total shots,10,3
Shots on target,5,2
Shots off target,4,1
Blocked shots,1,0
Corner kicks,2,1
Offsides,1,1
Yellow cards,2,2
Free kicks,6,6
Throw-ins,10,18
Goal kicks,3,3
Big chances,3,0
Big chances missed,2,0
Hit woodwork,1,0
Counter attacks,1,0
Counter attack shots,1,0
Shots inside box,7,1
Shots outside box,3,2
Goalkeeper saves,2,4
Passes,146,179
Accurate passes,101 (69%),125 (70%)
Long balls,9/23 (39%),18/39 (46%)
Crosses,3/11 (27%),1/7 (14%)
Dribbles,5/11 (45%),4/8 (50%)
Possession lost,79,85
Duels won,27,23
Aerials won,7,3
Tackles,9,10
Interceptions,11,7
Clearances,12,9
