name,home,away
Expected goals,1.29,1.49
Ball possession,56%,44%
Total shots,13,13
Shots on target,5,7
Shots off target,5,3
Blocked shots,3,3
Corner kicks,7,11
Offsides,0,5
Fouls,7,8
Yellow cards,2,0
Free kicks,8,6
Throw-ins,30,26
Goal kicks,10,13
Big chances,2,2
Big chances missed,1,1
Hit woodwork,1,0
Shots inside box,8,8
Shots outside box,5,5
Goalkeeper saves,6,3
Passes,391,309
Accurate passes,248 (63%),179 (58%)
Long balls,16/78 (21%),25/84 (30%)
Crosses,7/22 (32%),6/28 (21%)
Dribbles,5/8 (63%),7/12 (58%)
Possession lost,187,196
Duels won,47,42
Aerials won,20,24
Tackles,14,5
Interceptions,11,7
Clearances,19,28
Ball possession,47%,53%
Total shots,3,6
Shots on target,1,5
Shots off target,2,0
Blocked shots,0,1
Corner kicks,2,7
Offsides,0,3
Yellow cards,1,0
Free kicks,5,3
Throw-ins,15,15
Goal kicks,4,8
Big chances,0,2
Big chances missed,0,1
Hit woodwork,0,0
Shots inside box,1,6
Shots outside box,2,0
Goalkeeper saves,4,1
Passes,143,152
Accurate passes,67 (47%),82 (54%)
Long balls,9/44 (20%),16/51 (31%)
Crosses,3/8 (38%),5/17 (29%)
Dribbles,2/5 (40%),4/6 (67%)
Possession lost,97,107
Duels won,29,21
Aerials won,14,10
Tackles,8,4
Interceptions,3,3
Clearances,12,9
Ball possession,62%,38%
Total shots,10,7
Shots on target,4,2
Shots off target,3,3
Blocked shots,3,2
Corner kicks,5,4
Offsides,0,2
Yellow cards,1,0
Free kicks,3,3
Throw-ins,15,11
Goal kicks,6,5
Big chances,2,0
Big chances missed,1,0
Hit woodwork,1,0
Shots inside box,7,2
Shots outside box,3,5
Goalkeeper saves,2,2
Passes,248,157
Accurate passes,181 (73%),97 (62%)
Long balls,7/34 (21%),9/33 (27%)
Crosses,4/14 (29%),1/11 (9%)
Dribbles,3/3 (100%),3/6 (50%)
Possession lost,90,89
Duels won,18,21
Aerials won,6,14
Tackles,6,1
Interceptions,8,4
Clearances,7,19
