name,home,away
Ball possession,61%,39%
Total shots,6,7
Shots on target,2,2
Shots off target,3,4
Blocked shots,1,1
Corner kicks,3,2
Offsides,1,1
Fouls,17,15
Yellow cards,1,4
Free kicks,15,17
Throw-ins,25,23
Goal kicks,5,7
Hit woodwork,0,1
Shots inside box,3,3
Shots outside box,3,4
Goalkeeper saves,1,1
Passes,514,336
Accurate passes,387 (75%),223 (66%)
Long balls,35/84 (42%),21/73 (29%)
Crosses,1/12 (8%),2/6 (33%)
Dribbles,8/16 (50%),1/8 (13%)
Possession lost,171,150
Duels won,53,50
Aerials won,18,17
Tackles,12,15
Interceptions,11,8
Clearances,7,22
Ball possession,57%,43%
Total shots,2,2
Shots on target,1,0
Shots off target,1,1
Blocked shots,0,1
Corner kicks,0,2
Offsides,1,0
Yellow cards,0,2
Free kicks,6,11
Throw-ins,11,8
Goal kicks,2,2
Hit woodwork,0,1
Shots inside box,2,0
Shots outside box,0,2
Goalkeeper saves,0,1
Passes,257,192
Accurate passes,200 (78%),134 (70%)
Long balls,23/41 (56%),10/38 (26%)
Crosses,0/5 (0%),0/2 (0%)
Dribbles,3/10 (30%),1/6 (17%)
Possession lost,83,75
Duels won,25,28
Aerials won,9,6
Tackles,7,10
Interceptions,6,5
Clearances,2,8
Ball possession,64%,36%
Total shots,4,5
Shots on target,1,2
Shots off target,2,3
Blocked shots,1,0
Corner kicks,3,0
Offsides,0,1
Yellow cards,1,2
Free kicks,9,6
Throw-ins,14,15
Goal kicks,3,5
Hit woodwork,0,0
Shots inside box,1,3
Shots outside box,3,2
Goalkeeper saves,1,0
Passes,257,144
Accurate passes,187 (73%),89 (62%)
Long balls,12/43 (28%),11/35 (31%)
Crosses,1/7 (14%),2/4 (50%)
Dribbles,5/6 (83%),0/2 (0%)
Possession lost,88,75
Duels won,28,22
Aerials won,9,11
Tackles,5,5
Interceptions,5,3
Clearances,5,14
