name,home,away
Ball possession,51%,49%
Total shots,18,13
Shots on target,6,3
Shots off target,9,8
Blocked shots,3,2
Corner kicks,6,2
Offsides,1,1
Fouls,12,11
Yellow cards,1,3
Red cards,0,1
Free kicks,10,12
Throw-ins,27,16
Goal kicks,15,12
Big chances,5,2
Big chances missed,2,1
Hit woodwork,1,0
Shots inside box,13,10
Shots outside box,5,3
Goalkeeper saves,1,3
Passes,424,414
Accurate passes,329 (78%),319 (77%)
Long balls,33/64 (52%),43/88 (49%)
Crosses,10/29 (34%),10/24 (42%)
Dribbles,9/13 (69%),6/12 (50%)
Possession lost,147,140
Duels won,49,47
Aerials won,20,14
Tackles,10,15
Interceptions,8,12
Clearances,18,27
Ball possession,61%,39%
Total shots,10,5
Shots on target,2,2
Shots off target,5,2
Blocked shots,3,1
Corner kicks,5,1
Offsides,1,0
Yellow cards,0,0
Red cards,0,0
Free kicks,3,1
Throw-ins,19,7
Goal kicks,4,8
Big chances,2,2
Big chances missed,1,1
Hit woodwork,1,0
Shots inside box,8,4
Shots outside box,2,1
Goalkeeper saves,1,1
Passes,255,169
Accurate passes,205 (80%),115 (68%)
Long balls,16/34 (47%),18/47 (38%)
Crosses,8/25 (32%),4/5 (80%)
Dribbles,4/5 (80%),3/6 (50%)
Possession lost,87,65
Duels won,20,23
Aerials won,9,10
Tackles,4,9
Interceptions,1,4
Clearances,6,23
Ball possession,40%,60%
Total shots,8,8
Shots on target,4,1
Shots off target,4,6
Blocked shots,0,1
Corner kicks,1,1
Offsides,0,1
Yellow cards,1,3
Red cards,0,1
Free kicks,7,11
Throw-ins,8,9
Goal kicks,11,4
Big chances,3,0
Big chances missed,1,0
Hit woodwork,0,0
Shots inside box,5,6
Shots outside box,3,2
Goalkeeper saves,0,2
Passes,169,245
Accurate passes,124 (73%),204 (83%)
Long balls,17/30 (57%),25/41 (61%)
Crosses,2/4 (50%),6/19 (32%)
Dribbles,5/8 (63%),3/6 (50%)
Possession lost,60,75
Duels won,29,24
Aerials won,11,4
Tackles,6,6
Interceptions,7,8
Clearances,12,4
