name,home,away
Expected goals,4.47,1.60
Expected assists,2.64,0.84
Ball possession,72%,28%
Total shots,33,7
Shots on target,15,5
Shots off target,8,1
Blocked shots,10,1
Corner kicks,14,0
Offsides,2,2
Fouls,16,10
Yellow cards,2,1
Free kicks,9,15
Throw-ins,17,6
Goal kicks,1,9
Big chances,6,3
Big chances missed,3,1
Counter attacks,0,1
Counter attack shots,0,1
Shots inside box,19,6
Shots outside box,14,1
Goalkeeper saves,2,11
Goals prevented,-1.29,0.51
Passes,582,227
Accurate passes,507 (87%),150 (66%)
Long balls,28/44 (64%),15/52 (29%)
Crosses,12/37 (32%),4/8 (50%)
Dribbles,15/23 (65%),2/4 (50%)
Possession lost,131,100
Duels won,49,43
Aerials won,16,10
Tackles,9,16
Interceptions,2,9
Clearances,5,38
Expected goals,1.85,0.91
Expected assists,1.32,0.46
Ball possession,68%,32%
Total shots,16,5
Shots on target,8,3
Shots off target,2,1
Blocked shots,6,1
Corner kicks,6,0
Offsides,1,0
Yellow cards,0,0
Free kicks,4,8
Throw-ins,8,4
Goal kicks,1,1
Big chances,3,1
Big chances missed,1,0
Counter attacks,0,1
Counter attack shots,0,1
Shots inside box,9,4
Shots outside box,7,1
Goalkeeper saves,1,5
Passes,268,127
Accurate passes,232 (87%),89 (70%)
Long balls,12/22 (55%),7/21 (33%)
Crosses,3/13 (23%),2/4 (50%)
Dribbles,6/9 (67%),2/3 (67%)
Possession lost,60,48
Duels won,21,18
Aerials won,5,3
Tackles,6,5
Interceptions,2,2
Clearances,3,20
Expected goals,2.62,0.68
Expected assists,1.32,0.38
Ball possession,76%,24%
Total shots,17,2
Shots on target,7,2
Shots off target,6,0
Blocked shots,4,0
Corner kicks,8,0
Offsides,1,2
Yellow cards,2,1
Free kicks,5,7
Throw-ins,9,2
Goal kicks,0,8
Big chances,3,2
Big chances missed,2,1
Counter attacks,0,0
Counter attack shots,0,0
Shots inside box,10,2
Shots outside box,7,0
Goalkeeper saves,1,6
Passes,314,100
Accurate passes,275 (88%),61 (61%)
Long balls,16/22 (73%),8/31 (26%)
Crosses,9/24 (38%),2/4 (50%)
Dribbles,9/14 (64%),0/1 (0%)
Possession lost,71,52
Duels won,28,25
Aerials won,11,7
Tackles,3,11
Interceptions,0,7
Clearances,2,18
