winnerCode,startTimestamp,cupMatchesInRound,tournament.name,tournament.category.name,tournament.category.flag,tournament.uniqueTournament.name,season.name,season.year,roundInfo.round,roundInfo.name,roundInfo.slug,roundInfo.cupRoundType,homeTeam.name,homeTeam.shortName,homeTeam.gender,homeTeam.userCount,homeTeam.nameCode,homeTeam.national,homeTeam.country.alpha2,homeTeam.country.name,homeTeam.fullName,homeTeam.foundationDateTimestamp,awayTeam.name,awayTeam.shortName,awayTeam.gender,awayTeam.nameCode,awayTeam.national,awayTeam.country.alpha2,awayTeam.country.name,awayTeam.fullName,homeScore.current,homeScore.display,homeScore.period1,homeScore.period2,homeScore.normaltime,awayScore.current,awayScore.display,awayScore.period1,awayScore.period2,awayScore.normaltime,time.injuryTime1,time.injuryTime2
1,1689535800,1,"U20 CONMEBOL Libertadores, Knockout stage",South America,south-america,U20 CONMEBOL Libertadores,U20 Copa Libertadores 2023,2023,29,Final,final,1,Boca Juniors U20,Boca Juniors,M,1218,BOC,False,BR,Brazil,Boca Juniors U20,1554508800,Independiente del Valle U20,Independiente,M,VAL,False,EC,Ecuador,Independiente del Valle U20,2,2,1,1,2,0,0,0,0,0,1,4
