name,home,away
Expected goals,2.48,0.69
Ball possession,65%,35%
Total shots,17,6
Shots on target,5,1
Shots off target,9,3
Blocked shots,3,2
Corner kicks,3,5
Offsides,0,1
Fouls,19,14
Yellow cards,1,4
Red cards,1,1
Free kicks,14,19
Throw-ins,9,14
Goal kicks,4,10
Big chances,4,2
Big chances missed,1,2
Shots inside box,15,4
Shots outside box,2,2
Goalkeeper saves,1,2
Passes,465,248
Accurate passes,405 (87%),183 (74%)
Long balls,40/63 (63%),22/38 (58%)
Crosses,8/25 (32%),3/20 (15%)
Dribbles,18/21 (86%),14/21 (67%)
Possession lost,106,121
Duels won,59,52
Aerials won,12,7
Tackles,15,12
Interceptions,18,8
Clearances,14,16
Ball possession,67%,33%
Total shots,7,1
Shots on target,3,0
Shots off target,4,1
Blocked shots,0,0
Corner kicks,0,3
Offsides,0,1
Yellow cards,1,2
Red cards,1,0
Free kicks,3,13
Throw-ins,4,5
Goal kicks,1,2
Big chances,2,0
Big chances missed,0,0
Shots inside box,7,0
Shots outside box,0,1
Goalkeeper saves,0,1
Passes,257,121
Accurate passes,221 (86%),89 (74%)
Long balls,23/35 (66%),10/23 (43%)
Crosses,4/13 (31%),1/12 (8%)
Dribbles,5/6 (83%),6/7 (86%)
Possession lost,59,62
Duels won,20,27
Aerials won,8,2
Tackles,4,6
Interceptions,5,7
Clearances,8,9
Ball possession,62%,38%
Total shots,10,5
Shots on target,2,1
Shots off target,5,2
Blocked shots,3,2
Corner kicks,3,2
Offsides,0,0
Yellow cards,0,2
Red cards,0,1
Free kicks,11,6
Throw-ins,5,9
Goal kicks,3,8
Big chances,2,2
Big chances missed,1,2
Shots inside box,8,4
Shots outside box,2,1
Goalkeeper saves,1,1
Passes,208,127
Accurate passes,184 (88%),94 (74%)
Long balls,17/28 (61%),12/15 (80%)
Crosses,4/12 (33%),2/8 (25%)
Dribbles,13/15 (87%),8/14 (57%)
Possession lost,47,59
Duels won,39,25
Aerials won,4,5
Tackles,11,6
Interceptions,13,1
Clearances,6,7
