winnerCode,aggregatedWinnerCode,homeRedCards,startTimestamp,cupMatchesInRound,tournament.name,tournament.category.name,tournament.category.flag,tournament.uniqueTournament.name,tournament.roundPrefix,season.name,season.year,roundInfo.round,roundInfo.name,roundInfo.slug,roundInfo.cupRoundType,venue.city.name,venue.stadium.name,venue.stadium.capacity,venue.id,venue.country.alpha2,venue.country.name,referee.name,referee.yellowCards,referee.redCards,referee.yellowRedCards,referee.games,referee.country.alpha2,referee.country.name,homeTeam.name,homeTeam.shortName,homeTeam.gender,homeTeam.userCount,homeTeam.venue.city.name,homeTeam.venue.stadium.name,homeTeam.venue.stadium.capacity,homeTeam.venue.id,homeTeam.venue.country.alpha2,homeTeam.venue.country.name,homeTeam.nameCode,homeTeam.national,homeTeam.country.alpha2,homeTeam.country.name,homeTeam.fullName,homeTeam.foundationDateTimestamp,awayTeam.name,awayTeam.shortName,awayTeam.gender,awayTeam.manager.name,awayTeam.manager.shortName,awayTeam.manager.country.alpha2,awayTeam.manager.country.name,awayTeam.venue.city.name,awayTeam.venue.stadium.name,awayTeam.venue.stadium.capacity,awayTeam.venue.id,awayTeam.venue.country.alpha2,awayTeam.venue.country.name,awayTeam.nameCode,awayTeam.national,awayTeam.country.alpha2,awayTeam.country.name,awayTeam.fullName,awayTeam.foundationDateTimestamp,homeScore.current,homeScore.display,homeScore.period1,homeScore.period2,homeScore.normaltime,awayScore.current,awayScore.display,awayScore.period1,awayScore.period2,awayScore.normaltime
2,2,1,1688151600,1,"UEFA Champions League, Preliminary Round",Europe,europe,UEFA Champions League,Preliminary,UEFA Champions League 23/24,23/24,29,Final,final,1,Kópavogur,Kópavogsvöllur,5501,3976,IS,Iceland,Krzysztof Jakubik,1170,24,27,274,PL,Poland,FK Budućnost Podgorica,Budućnost,M,5845,Podgorica,Stadion pod Goricom,15230,1205,ME,Montenegro,BUD,False,ME,Montenegro,FK Budućnost Podgorica,-1422835200,Breidablik Kópavogur,Breiðablik,M,Óskar Hrafn Thorvaldsson,O. Thorvaldsson,IS,Iceland,Kópavogur,Kópavogsvöllur,5501,3976,IS,Iceland,KOP,False,IS,Iceland,Breidablik Kópavogur,-622425600,0,0,0,0,0,5,5,4,1,5
