winnerCode,startTimestamp,tournament.name,tournament.category.name,tournament.category.flag,tournament.uniqueTournament.name,season.name,season.year,homeTeam.name,homeTeam.shortName,homeTeam.gender,homeTeam.userCount,homeTeam.manager.name,homeTeam.manager.shortName,homeTeam.manager.country.alpha2,homeTeam.manager.country.name,homeTeam.venue.city.name,homeTeam.venue.stadium.name,homeTeam.venue.stadium.capacity,homeTeam.venue.id,homeTeam.venue.country.alpha2,homeTeam.venue.country.name,homeTeam.nameCode,homeTeam.national,homeTeam.country.alpha2,homeTeam.country.name,homeTeam.fullName,homeTeam.foundationDateTimestamp,awayTeam.name,awayTeam.shortName,awayTeam.gender,awayTeam.nameCode,awayTeam.national,awayTeam.country.alpha2,awayTeam.country.name,awayTeam.fullName,homeScore.current,homeScore.display,homeScore.period1,homeScore.period2,homeScore.normaltime,awayScore.current,awayScore.display,awayScore.period1,awayScore.period2,awayScore.normaltime
3,1689757200,Club Friendly Games,World,international,Club Friendly Games,Club Friendly Games 2023,2023,Nakhon Ratchasima Mazda FC,Nakhon Ratchasima,M,890,Teerasak Po-On,T. Po-On,TH,Thailand,Nakhon Ratchasima,80th Birthday Stadium,24641,15580,TH,Thailand,NRA,False,TH,Thailand,Nakhon Ratchasima Mazda FC,933465600,Kasem Bundit University FC,Kasem Bundit University FC,M,KAS,False,TH,Thailand,Kasem Bundit University FC,1,1,1,0,1,1,1,0,1,1
