name,home,away
Expected goals,0.71,1.26
Ball possession,47%,53%
Total shots,13,11
Shots on target,4,3
Shots off target,6,6
Blocked shots,3,2
Corner kicks,3,1
Offsides,0,1
Fouls,17,15
Yellow cards,4,2
Free kicks,15,16
Throw-ins,23,22
Goal kicks,10,9
Big chances,1,1
Hit woodwork,0,1
Shots inside box,9,5
Shots outside box,4,6
Goalkeeper saves,2,2
Passes,396,444
Accurate passes,319 (81%),365 (82%)
Long balls,25/55 (45%),36/68 (53%)
Crosses,5/15 (33%),5/12 (42%)
Dribbles,13/19 (68%),9/12 (75%)
Possession lost,133,130
Duels won,56,55
Aerials won,8,10
Tackles,20,20
Interceptions,9,7
Clearances,9,13
Ball possession,47%,53%
Total shots,6,8
Shots on target,1,2
Shots off target,4,4
Blocked shots,1,2
Corner kicks,1,1
Offsides,0,1
Yellow cards,2,2
Free kicks,8,10
Throw-ins,13,9
Goal kicks,7,4
Big chances,0,0
Hit woodwork,0,1
Shots inside box,5,3
Shots outside box,1,5
Goalkeeper saves,2,1
Passes,200,220
Accurate passes,164 (82%),186 (85%)
Long balls,14/25 (56%),22/37 (59%)
Crosses,1/4 (25%),3/7 (43%)
Dribbles,4/5 (80%),6/7 (86%)
Possession lost,58,56
Duels won,22,22
Aerials won,4,2
Tackles,6,4
Interceptions,2,4
Clearances,6,9
Ball possession,47%,53%
Total shots,7,3
Shots on target,3,1
Shots off target,2,2
Blocked shots,2,0
Corner kicks,2,0
Offsides,0,0
Yellow cards,2,0
Free kicks,7,6
Throw-ins,10,13
Goal kicks,3,5
Big chances,1,1
Hit woodwork,0,0
Shots inside box,4,2
Shots outside box,3,1
Goalkeeper saves,0,1
Passes,196,224
Accurate passes,155 (79%),179 (80%)
Long balls,11/30 (37%),14/31 (45%)
Crosses,4/11 (36%),2/5 (40%)
Dribbles,9/14 (64%),3/5 (60%)
Possession lost,75,74
Duels won,34,33
Aerials won,4,8
Tackles,14,16
Interceptions,7,3
Clearances,3,4
