name,home,away
Ball possession,57%,43%
Total shots,18,7
Shots on target,5,4
Shots off target,11,2
Blocked shots,2,1
Corner kicks,9,0
Offsides,6,1
Fouls,13,13
Yellow cards,2,3
Red cards,0,1
Free kicks,11,13
Throw-ins,9,16
Goal kicks,3,16
Big chances,9,4
Big chances missed,7,2
Hit woodwork,1,0
Counter attacks,0,1
Counter attack shots,0,1
Shots inside box,12,5
Shots outside box,6,2
Goalkeeper saves,1,3
Passes,450,356
Accurate passes,381 (85%),294 (83%)
Long balls,42/63 (67%),34/66 (52%)
Crosses,8/28 (29%),1/5 (20%)
Dribbles,3/7 (43%),4/9 (44%)
Possession lost,126,98
Duels won,34,38
Aerials won,10,9
Tackles,10,12
Interceptions,5,9
Clearances,5,24
Ball possession,50%,50%
Total shots,3,6
Shots on target,0,4
Shots off target,3,1
Blocked shots,0,1
Corner kicks,4,0
Offsides,3,1
Yellow cards,0,2
Red cards,0,0
Free kicks,6,4
Throw-ins,5,10
Goal kicks,2,5
Big chances,2,4
Big chances missed,2,2
Hit woodwork,0,0
Counter attacks,0,1
Counter attack shots,0,1
Shots inside box,1,5
Shots outside box,2,1
Goalkeeper saves,1,0
Passes,208,219
Accurate passes,173 (83%),193 (88%)
Long balls,18/29 (62%),20/33 (61%)
Crosses,1/11 (9%),1/2 (50%)
Dribbles,1/3 (33%),2/4 (50%)
Possession lost,63,44
Duels won,20,15
Aerials won,7,3
Tackles,6,6
Interceptions,5,7
Clearances,3,11
Ball possession,65%,35%
Total shots,15,1
Shots on target,5,0
Shots off target,8,1
Blocked shots,2,0
Corner kicks,5,0
Offsides,3,0
Yellow cards,2,1
Red cards,0,1
Free kicks,5,9
Throw-ins,4,6
Goal kicks,1,11
Big chances,7,0
Big chances missed,5,0
Hit woodwork,1,0
Counter attacks,0,0
Counter attack shots,0,0
Shots inside box,11,0
Shots outside box,4,1
Goalkeeper saves,0,3
Passes,242,137
Accurate passes,208 (86%),101 (74%)
Long balls,24/34 (71%),14/33 (42%)
Crosses,7/17 (41%),0/3 (0%)
Dribbles,2/4 (50%),2/5 (40%)
Possession lost,63,54
Duels won,14,23
Aerials won,3,6
Tackles,4,6
Interceptions,0,2
Clearances,2,13
