winnerCode,startTimestamp,tournament.name,tournament.category.name,tournament.category.flag,tournament.uniqueTournament.name,season.name,season.year,roundInfo.round,homeTeam.name,homeTeam.shortName,homeTeam.gender,homeTeam.userCount,homeTeam.nameCode,homeTeam.national,homeTeam.fullName,awayTeam.name,awayTeam.shortName,awayTeam.gender,awayTeam.nameCode,awayTeam.national,awayTeam.country.alpha2,awayTeam.country.name,awayTeam.fullName,homeScore.current,homeScore.display,homeScore.period1,homeScore.period2,homeScore.normaltime,awayScore.current,awayScore.display,awayScore.period1,awayScore.period2,awayScore.normaltime
3,1688328000,"Central American and Caribbean Games, Group B",North & Central America,north-and-central-america,Central American and Caribbean Games,Central American and Caribbean Games 2023,2023,3,Centro Caribe Sports U23,Centro Caribe Sports U23,M,109,CEN,False,Centro Caribe Sports U23,Jamaica,Jamaica,M,JAM,True,JM,Jamaica,Jamaica,1,1,0,1,1,1,1,0,1,1
