winnerCode,startTimestamp,cupMatchesInRound,tournament.name,tournament.category.name,tournament.category.flag,tournament.uniqueTournament.name,season.name,season.year,roundInfo.round,roundInfo.name,roundInfo.slug,homeTeam.name,homeTeam.shortName,homeTeam.gender,homeTeam.userCount,homeTeam.nameCode,homeTeam.national,homeTeam.country.alpha2,homeTeam.country.name,homeTeam.fullName,awayTeam.name,awayTeam.shortName,awayTeam.gender,awayTeam.nameCode,awayTeam.national,awayTeam.country.alpha2,awayTeam.country.name,awayTeam.fullName,homeScore.current,homeScore.display,homeScore.period1,homeScore.period2,homeScore.penalties,awayScore.current,awayScore.display,awayScore.period1,awayScore.period2,awayScore.penalties,time.injuryTime1,time.injuryTime2
2,1689523200,1,"U20 CONMEBOL Libertadores, Knockout stage",South America,south-america,U20 CONMEBOL Libertadores,U20 Copa Libertadores 2023,2023,50,3rd place final,3rd-place-final,Peñarol U20,Peñarol,M,1015,PEN,False,UY,Uruguay,Peñarol U20,Cerro Porteño U20,Cerro Porteño,M,CER,False,PY,Paraguay,Cerro Porteño U20,4,2,0,2,2,6,2,1,1,4,1,3
