winnerCode,homeRedCards,startTimestamp,tournament.name,tournament.category.name,tournament.category.flag,tournament.category.alpha2,tournament.uniqueTournament.name,tournament.uniqueTournament.category.alpha2,season.name,season.year,season.seasonCoverageInfo.editorCoverageLevel,roundInfo.round,homeTeam.name,homeTeam.shortName,homeTeam.gender,homeTeam.userCount,homeTeam.manager.name,homeTeam.manager.shortName,homeTeam.manager.country.alpha2,homeTeam.manager.country.name,homeTeam.venue.city.name,homeTeam.venue.stadium.name,homeTeam.venue.stadium.capacity,homeTeam.venue.id,homeTeam.venue.country.alpha2,homeTeam.venue.country.name,homeTeam.nameCode,homeTeam.national,homeTeam.country.alpha2,homeTeam.country.name,homeTeam.fullName,homeTeam.foundationDateTimestamp,awayTeam.name,awayTeam.shortName,awayTeam.gender,awayTeam.manager.name,awayTeam.manager.shortName,awayTeam.manager.country.alpha2,awayTeam.nameCode,awayTeam.national,awayTeam.country.alpha2,awayTeam.country.name,awayTeam.fullName,homeScore.current,homeScore.display,homeScore.period1,homeScore.period2,homeScore.normaltime,awayScore.current,awayScore.display,awayScore.period1,awayScore.period2,awayScore.normaltime,time.injuryTime1
3,1,1689532200,Premier League,Egypt,egypt,EG,Premier League,EG,Premier League 22/23,22/23,1,34,Zamalek SC,Zamalek,M,108468,Juan Carlos Osorio,J. C. Osorio,CO,Colombia,Cairo,Cairo International Stadium,75000,2166,EG,Egypt,ZAM,False,EG,Egypt,Zamalek SC,-1861574400,Pharco FC,Pharco,M,Bruno Romão,B. Romão,,PHA,False,EG,Egypt,Pharco FC,2,2,2,0,2,2,2,0,2,2,3
