name,home,away
Ball possession,38%,62%
Total shots,7,7
Shots on target,3,4
Shots off target,2,2
Blocked shots,2,1
Corner kicks,2,5
Offsides,1,1
Fouls,9,11
Yellow cards,1,0
Free kicks,10,8
Throw-ins,28,37
Goal kicks,8,6
Big chances,1,0
Shots inside box,5,2
Shots outside box,2,5
Goalkeeper saves,4,1
Passes,285,474
Accurate passes,210 (74%),381 (80%)
Long balls,26/61 (43%),24/56 (43%)
Crosses,4/16 (25%),8/29 (28%)
Dribbles,2/10 (20%),10/13 (77%)
Possession lost,141,157
Duels won,36,54
Aerials won,6,14
Tackles,18,22
Interceptions,7,3
Clearances,34,16
Ball possession,34%,66%
Total shots,2,4
Shots on target,0,2
Shots off target,2,1
Blocked shots,0,1
Corner kicks,0,2
Offsides,1,0
Yellow cards,0,0
Free kicks,5,3
Throw-ins,8,19
Goal kicks,4,4
Big chances,0,0
Shots inside box,2,2
Shots outside box,0,2
Goalkeeper saves,2,0
Passes,144,285
Accurate passes,112 (78%),242 (85%)
Long balls,12/29 (41%),11/28 (39%)
Crosses,2/9 (22%),3/15 (20%)
Dribbles,2/7 (29%),8/10 (80%)
Possession lost,68,77
Duels won,19,30
Aerials won,2,7
Tackles,10,12
Interceptions,3,1
Clearances,17,8
Ball possession,42%,58%
Total shots,5,3
Shots on target,3,2
Shots off target,0,1
Blocked shots,2,0
Corner kicks,2,3
Offsides,0,1
Yellow cards,1,0
Free kicks,5,5
Throw-ins,20,18
Goal kicks,4,2
Big chances,1,0
Shots inside box,3,0
Shots outside box,2,3
Goalkeeper saves,2,1
Passes,141,189
Accurate passes,98 (70%),139 (74%)
Long balls,14/32 (44%),13/28 (46%)
Crosses,2/7 (29%),5/14 (36%)
Dribbles,0/3 (0%),2/3 (67%)
Possession lost,73,80
Duels won,17,24
Aerials won,4,7
Tackles,8,10
Interceptions,4,2
Clearances,17,8
