name,home,away
Ball possession,44%,56%
Total shots,16,19
Shots on target,4,4
Shots off target,10,8
Blocked shots,2,7
Corner kicks,3,9
Offsides,2,0
Fouls,8,12
Yellow cards,2,1
Free kicks,11,8
Throw-ins,12,18
Goal kicks,10,13
Big chances,1,0
Big chances missed,1,0
Counter attacks,1,0
Counter attack shots,1,0
Shots inside box,7,13
Shots outside box,9,6
Goalkeeper saves,3,3
Passes,362,458
Accurate passes,287 (79%),372 (81%)
Long balls,24/54 (44%),34/63 (54%)
Crosses,3/10 (30%),8/16 (50%)
Dribbles,10/16 (63%),10/16 (63%)
Possession lost,114,116
Duels won,41,35
Aerials won,7,9
Tackles,13,8
Interceptions,9,9
Clearances,19,8
Ball possession,45%,55%
Total shots,10,7
Shots on target,2,0
Shots off target,7,4
Blocked shots,1,3
Corner kicks,3,1
Offsides,1,0
Yellow cards,0,0
Free kicks,7,5
Throw-ins,4,7
Goal kicks,6,9
Big chances,1,0
Big chances missed,1,0
Counter attacks,1,0
Counter attack shots,1,0
Shots inside box,4,5
Shots outside box,6,2
Goalkeeper saves,0,1
Passes,201,247
Accurate passes,156 (78%),202 (82%)
Long balls,13/29 (45%),19/33 (58%)
Crosses,2/4 (50%),2/2 (100%)
Dribbles,5/8 (63%),2/5 (40%)
Possession lost,62,54
Duels won,20,15
Aerials won,2,3
Tackles,6,5
Interceptions,7,7
Clearances,4,7
Ball possession,43%,57%
Total shots,6,12
Shots on target,2,4
Shots off target,3,4
Blocked shots,1,4
Corner kicks,0,8
Offsides,1,0
Yellow cards,2,1
Free kicks,4,3
Throw-ins,8,11
Goal kicks,4,4
Big chances,0,0
Big chances missed,0,0
Counter attacks,0,0
Counter attack shots,0,0
Shots inside box,3,8
Shots outside box,3,4
Goalkeeper saves,3,2
Passes,161,211
Accurate passes,131 (81%),170 (81%)
Long balls,11/25 (44%),15/30 (50%)
Crosses,1/6 (17%),6/14 (43%)
Dribbles,5/8 (63%),8/11 (73%)
Possession lost,52,62
Duels won,21,20
Aerials won,5,6
Tackles,7,3
Interceptions,2,2
Clearances,15,1
