name,home,away
Ball possession,64%,36%
Total shots,23,14
Shots on target,6,3
Shots off target,10,9
Blocked shots,7,2
Corner kicks,12,3
Offsides,0,1
Fouls,7,17
Yellow cards,0,3
Free kicks,15,5
Throw-ins,30,20
Goal kicks,8,14
Big chances,4,1
Big chances missed,4,1
Hit woodwork,1,3
Counter attacks,0,3
Counter attack shots,0,2
Counter attack goals,0,1
Shots inside box,14,7
Shots outside box,9,7
Goalkeeper saves,2,5
Passes,496,298
Accurate passes,384 (77%),178 (60%)
Long balls,27/61 (44%),10/67 (15%)
Crosses,8/37 (22%),2/6 (33%)
Dribbles,12/22 (55%),9/23 (39%)
Possession lost,190,169
Duels won,62,52
Aerials won,16,17
Tackles,19,21
Interceptions,9,5
Clearances,8,31
Ball possession,62%,38%
Total shots,11,7
Shots on target,3,2
Shots off target,4,4
Blocked shots,4,1
Corner kicks,7,3
Offsides,0,0
Yellow cards,0,0
Free kicks,8,3
Throw-ins,17,10
Goal kicks,6,5
Big chances,2,1
Big chances missed,2,1
Hit woodwork,0,1
Counter attacks,0,3
Counter attack shots,0,2
Counter attack goals,0,1
Shots inside box,5,4
Shots outside box,6,3
Goalkeeper saves,1,2
Passes,236,146
Accurate passes,185 (78%),89 (61%)
Long balls,11/21 (52%),5/34 (15%)
Crosses,2/17 (12%),2/6 (33%)
Dribbles,4/10 (40%),4/13 (31%)
Possession lost,90,80
Duels won,26,24
Aerials won,5,4
Tackles,9,13
Interceptions,6,3
Clearances,7,15
Ball possession,65%,35%
Total shots,12,7
Shots on target,3,1
Shots off target,6,5
Blocked shots,3,1
Corner kicks,5,0
Offsides,0,1
Yellow cards,0,3
Free kicks,7,2
Throw-ins,13,10
Goal kicks,2,9
Big chances,2,0
Big chances missed,2,0
Hit woodwork,1,2
Counter attacks,0,0
Counter attack shots,0,0
Counter attack goals,0,0
Shots inside box,9,3
Shots outside box,3,4
Goalkeeper saves,1,3
Passes,260,152
Accurate passes,199 (77%),89 (59%)
Long balls,16/40 (40%),5/33 (15%)
Crosses,6/20 (30%),0/0 (0%)
Dribbles,8/12 (67%),5/10 (50%)
Possession lost,100,89
Duels won,36,28
Aerials won,11,13
Tackles,10,8
Interceptions,3,2
Clearances,1,16
