name,home,away
Ball possession,30%,70%
Total shots,6,13
Shots on target,3,6
Shots off target,2,4
Blocked shots,1,3
Corner kicks,4,5
Offsides,3,1
Fouls,10,5
Yellow cards,1,1
Free kicks,5,10
Throw-ins,12,26
Goal kicks,13,6
Big chances,0,2
Big chances missed,0,1
Hit woodwork,1,0
Shots inside box,4,10
Shots outside box,2,3
Goalkeeper saves,4,1
Passes,279,658
Accurate passes,201 (72%),577 (88%)
Long balls,26/60 (43%),35/58 (60%)
Crosses,5/13 (38%),4/22 (18%)
Dribbles,3/10 (30%),4/11 (36%)
Possession lost,121,134
Duels won,31,32
Aerials won,9,9
Tackles,14,9
Interceptions,3,5
Clearances,28,8
Ball possession,33%,67%
Total shots,2,6
Shots on target,1,5
Shots off target,1,1
Blocked shots,0,0
Corner kicks,2,1
Offsides,0,0
Yellow cards,0,1
Free kicks,3,5
Throw-ins,3,12
Goal kicks,5,2
Big chances,0,2
Big chances missed,0,1
Hit woodwork,0,0
Shots inside box,1,5
Shots outside box,1,1
Goalkeeper saves,3,0
Passes,167,343
Accurate passes,131 (78%),308 (90%)
Long balls,15/26 (58%),21/31 (68%)
Crosses,2/8 (25%),1/7 (14%)
Dribbles,0/2 (0%),3/8 (38%)
Possession lost,52,59
Duels won,15,15
Aerials won,5,5
Tackles,7,2
Interceptions,0,3
Clearances,12,6
Ball possession,26%,74%
Total shots,4,7
Shots on target,2,1
Shots off target,1,3
Blocked shots,1,3
Corner kicks,2,4
Offsides,3,1
Yellow cards,1,0
Free kicks,2,5
Throw-ins,9,14
Goal kicks,8,4
Big chances,0,0
Big chances missed,0,0
Hit woodwork,1,0
Shots inside box,3,5
Shots outside box,1,2
Goalkeeper saves,1,1
Passes,112,315
Accurate passes,70 (63%),269 (85%)
Long balls,11/34 (32%),14/27 (52%)
Crosses,3/5 (60%),3/15 (20%)
Dribbles,3/8 (38%),1/3 (33%)
Possession lost,69,75
Duels won,16,17
Aerials won,4,4
Tackles,7,7
Interceptions,3,2
Clearances,16,2
