name,home,away
Ball possession,62%,38%
Total shots,19,3
Shots on target,10,0
Shots off target,7,2
Blocked shots,2,1
Corner kicks,6,1
Offsides,0,1
Fouls,16,11
Yellow cards,1,1
Red cards,0,1
Free kicks,10,15
Throw-ins,13,24
Goal kicks,5,6
Big chances,5,1
Big chances missed,3,1
Hit woodwork,1,0
Counter attacks,1,0
Counter attack shots,1,0
Shots inside box,12,2
Shots outside box,7,1
Goalkeeper saves,0,6
Passes,526,327
Accurate passes,449 (85%),251 (77%)
Long balls,38/56 (68%),26/55 (47%)
Crosses,7/22 (32%),2/13 (15%)
Dribbles,6/12 (50%),13/26 (50%)
Possession lost,117,131
Duels won,54,45
Aerials won,11,6
Tackles,27,11
Interceptions,5,11
Clearances,16,21
Ball possession,62%,38%
Total shots,8,2
Shots on target,6,0
Shots off target,2,1
Blocked shots,0,1
Corner kicks,4,0
Offsides,0,0
Yellow cards,1,0
Red cards,0,0
Free kicks,4,9
Throw-ins,8,17
Goal kicks,3,3
Big chances,1,0
Big chances missed,0,0
Hit woodwork,0,0
Counter attacks,1,0
Counter attack shots,1,0
Shots inside box,4,1
Shots outside box,4,1
Goalkeeper saves,0,4
Passes,272,171
Accurate passes,229 (84%),126 (74%)
Long balls,21/31 (68%),13/31 (42%)
Crosses,2/11 (18%),1/4 (25%)
Dribbles,3/9 (33%),8/19 (42%)
Possession lost,69,80
Duels won,33,26
Aerials won,6,3
Tackles,20,6
Interceptions,5,5
Clearances,10,12
Ball possession,62%,38%
Total shots,11,1
Shots on target,4,0
Shots off target,5,1
Blocked shots,2,0
Corner kicks,2,1
Offsides,0,1
Yellow cards,0,1
Red cards,0,1
Free kicks,6,6
Throw-ins,5,7
Goal kicks,2,3
Big chances,4,1
Big chances missed,3,1
Hit woodwork,1,0
Counter attacks,0,0
Counter attack shots,0,0
Shots inside box,8,1
Shots outside box,3,0
Goalkeeper saves,0,2
Passes,254,156
Accurate passes,220 (87%),125 (80%)
Long balls,17/25 (68%),13/24 (54%)
Crosses,5/11 (45%),1/9 (11%)
Dribbles,3/3 (100%),5/7 (71%)
Possession lost,48,51
Duels won,21,19
Aerials won,5,3
Tackles,7,5
Interceptions,0,6
Clearances,6,9
