name,home,away
Ball possession,56%,44%
Total shots,16,16
Shots on target,5,5
Shots off target,11,6
Blocked shots,0,5
Corner kicks,6,6
Offsides,2,2
Fouls,7,22
Yellow cards,4,3
Free kicks,21,7
Throw-ins,29,16
Goal kicks,6,15
Big chances,5,2
Big chances missed,3,1
Shots inside box,11,5
Shots outside box,5,11
Goalkeeper saves,3,3
Passes,356,277
Accurate passes,282 (79%),199 (72%)
Long balls,23/50 (46%),25/55 (45%)
Crosses,3/11 (27%),2/12 (17%)
Dribbles,8/16 (50%),7/15 (47%)
Possession lost,121,116
Duels won,50,51
Aerials won,10,15
Tackles,11,22
Interceptions,8,14
Clearances,17,19
Ball possession,53%,47%
Total shots,10,6
Shots on target,4,2
Shots off target,6,2
Blocked shots,0,2
Corner kicks,4,3
Offsides,1,2
Yellow cards,1,0
Free kicks,11,4
Throw-ins,12,11
Goal kicks,3,5
Big chances,4,0
Big chances missed,3,0
Shots inside box,9,0
Shots outside box,1,6
Goalkeeper saves,1,3
Passes,182,158
Accurate passes,144 (79%),112 (71%)
Long balls,16/30 (53%),10/28 (36%)
Crosses,3/6 (50%),0/9 (0%)
Dribbles,3/6 (50%),6/9 (67%)
Possession lost,61,69
Duels won,25,29
Aerials won,6,8
Tackles,5,11
Interceptions,4,4
Clearances,9,9
Ball possession,60%,40%
Total shots,6,10
Shots on target,1,3
Shots off target,5,4
Blocked shots,0,3
Corner kicks,2,3
Offsides,1,0
Yellow cards,3,3
Free kicks,10,3
Throw-ins,17,5
Goal kicks,3,10
Big chances,1,2
Big chances missed,0,1
Shots inside box,2,5
Shots outside box,4,5
Goalkeeper saves,2,0
Passes,174,119
Accurate passes,138 (79%),87 (73%)
Long balls,7/20 (35%),15/27 (56%)
Crosses,0/5 (0%),2/3 (67%)
Dribbles,5/10 (50%),1/6 (17%)
Possession lost,60,47
Duels won,25,22
Aerials won,4,7
Tackles,6,11
Interceptions,4,10
Clearances,8,10
