winnerCode,startTimestamp,tournament.name,tournament.category.name,tournament.category.flag,tournament.uniqueTournament.name,season.name,season.year,roundInfo.round,venue.city.name,venue.stadium.name,venue.stadium.capacity,venue.id,venue.country.alpha2,venue.country.name,referee.name,referee.yellowCards,referee.redCards,referee.yellowRedCards,referee.games,referee.country.alpha2,referee.country.name,homeTeam.name,homeTeam.shortName,homeTeam.gender,homeTeam.userCount,homeTeam.manager.name,homeTeam.manager.shortName,homeTeam.manager.country.alpha2,homeTeam.manager.country.name,homeTeam.nameCode,homeTeam.national,homeTeam.country.alpha2,homeTeam.country.name,homeTeam.fullName,awayTeam.name,awayTeam.shortName,awayTeam.gender,awayTeam.manager.name,awayTeam.manager.shortName,awayTeam.manager.country.alpha2,awayTeam.manager.country.name,awayTeam.nameCode,awayTeam.national,awayTeam.country.alpha2,awayTeam.country.name,awayTeam.fullName
0,1690502400,"World Championship, Women, Group G",World,international,World Championship Women,"World Cup, Women 2023",2023,2,Dunedin,Forsyth Barr Stadium,30748,2848,NZ,New Zealand,Anna Marie Keighley,20,0,0,9,NZ,New Zealand,Argentina,Argentina,F,8974,Germán Portanova,G. Portanova,AR,Argentina,ARG,True,AR,Argentina,Argentina,South Africa,South Africa,F,Desiree Ellis,D. Ellis,ZA,South Africa,RSA,True,ZA,South Africa,South Africa
