name,home,away
Ball possession,51%,49%
Total shots,9,17
Shots on target,3,3
Shots off target,4,9
Blocked shots,2,5
Corner kicks,0,6
Offsides,0,1
Fouls,13,14
Yellow cards,3,3
Free kicks,14,13
Throw-ins,17,21
Goal kicks,13,6
Big chances,2,0
Big chances missed,1,0
Shots inside box,2,6
Shots outside box,7,11
Goalkeeper saves,3,2
Passes,483,463
Accurate passes,405 (84%),391 (84%)
Long balls,24/47 (51%),37/58 (64%)
Crosses,3/14 (21%),4/26 (15%)
Dribbles,10/21 (48%),7/15 (47%)
Possession lost,122,129
Duels won,57,44
Aerials won,17,11
Tackles,16,14
Interceptions,12,16
Clearances,20,14
Ball possession,58%,42%
Total shots,5,5
Shots on target,2,1
Shots off target,2,3
Blocked shots,1,1
Corner kicks,0,0
Offsides,0,0
Yellow cards,2,2
Free kicks,9,7
Throw-ins,13,13
Goal kicks,6,4
Big chances,2,0
Big chances missed,1,0
Shots inside box,1,2
Shots outside box,4,3
Goalkeeper saves,1,1
Passes,259,191
Accurate passes,217 (84%),155 (81%)
Long balls,10/23 (43%),18/29 (62%)
Crosses,2/10 (20%),1/7 (14%)
Dribbles,3/7 (43%),1/5 (20%)
Possession lost,64,64
Duels won,26,21
Aerials won,7,7
Tackles,7,7
Interceptions,7,9
Clearances,4,9
Ball possession,44%,56%
Total shots,4,12
Shots on target,1,2
Shots off target,2,6
Blocked shots,1,4
Corner kicks,0,6
Offsides,0,1
Yellow cards,1,1
Free kicks,5,6
Throw-ins,4,8
Goal kicks,7,2
Big chances,0,0
Big chances missed,0,0
Shots inside box,1,4
Shots outside box,3,8
Goalkeeper saves,2,1
Passes,224,272
Accurate passes,188 (84%),236 (87%)
Long balls,14/24 (58%),19/29 (66%)
Crosses,1/4 (25%),3/19 (16%)
Dribbles,7/14 (50%),6/10 (60%)
Possession lost,58,65
Duels won,31,23
Aerials won,10,4
Tackles,9,7
Interceptions,5,7
Clearances,16,5
