winnerCode,aggregatedWinnerCode,startTimestamp,cupMatchesInRound,tournament.name,tournament.category.name,tournament.category.flag,tournament.category.alpha2,tournament.uniqueTournament.name,tournament.uniqueTournament.category.alpha2,season.name,season.year,roundInfo.round,roundInfo.name,roundInfo.slug,roundInfo.cupRoundType,referee.name,referee.yellowCards,referee.redCards,referee.yellowRedCards,referee.games,referee.country.alpha2,referee.country.name,homeTeam.name,homeTeam.shortName,homeTeam.gender,homeTeam.userCount,homeTeam.manager.name,homeTeam.manager.shortName,homeTeam.manager.country.alpha2,homeTeam.manager.country.name,homeTeam.venue.city.name,homeTeam.venue.stadium.name,homeTeam.venue.stadium.capacity,homeTeam.venue.id,homeTeam.venue.country.alpha2,homeTeam.venue.country.name,homeTeam.nameCode,homeTeam.national,homeTeam.country.alpha2,homeTeam.country.name,homeTeam.fullName,homeTeam.foundationDateTimestamp,awayTeam.name,awayTeam.shortName,awayTeam.gender,awayTeam.manager.name,awayTeam.manager.shortName,awayTeam.manager.country.alpha2,awayTeam.manager.country.name,awayTeam.nameCode,awayTeam.national,awayTeam.country.alpha2,awayTeam.country.name,awayTeam.fullName,awayTeam.foundationDateTimestamp,homeScore.current,homeScore.display,homeScore.period1,homeScore.period2,homeScore.normaltime,homeScore.penalties,awayScore.current,awayScore.display,awayScore.period1,awayScore.period2,awayScore.normaltime,awayScore.penalties
2,2,1680625800,1,"Russian Cup, Qualification",Russia,russia,RU,Russian Cup,RU,Russian Cup 22/23,22/23,28,Semifinal,semifinal,2,Evgeni Andreyevich Turbin,623,5,18,136,RU,Russia,Dynamo Moscow,Dynamo,M,17177,Marcel Licka,M. Licka,CZ,Czech Republic,Moscow,VTB Arena,26319,25204,RU,Russia,DMO,False,RU,Russia,Dynamo Moscow,-1473984000,Akron Togliatti,Akron Togliatti,M,Yevgeniy Kaleshin,Y. Kaleshin,RU,Russia,ATO,False,RU,Russia,Akron Togliatti,1548201600,1,0,0,0,0,1,4,0,0,0,0,4
